id,city,x,y,z
2577,Rizkb,14.755,51.149,940.605
2578,Tflrd,10.892,51.559,904.759
2579,Vojgs,12.859,53.176,76.095
2580,Hnizu,6.179,50.999,323.378
2581,Rgdkx,8.976,49.999,1.172
2582,Kcldl,9.772,51.983,12.649
2583,Tzfki,9.330,53.236,861.899
2584,Qlzue,8.928,52.564,391.001
2585,Baiwq,12.396,52.296,249.199
2586,Lhspo,12.988,50.590,828.351
2587,Iuzby,12.026,51.717,812.712
2588,Bnnzn,7.863,53.661,783.694
2589,Ajsfs,7.989,54.277,180.765
2590,Lawsy,7.595,53.845,718.390
2591,Lygtb,8.690,50.337,836.428
2592,Duevy,8.433,50.139,185.814
2593,Drbmx,12.640,48.450,189.720
2594,Ceent,10.766,51.046,309.364
2595,Oqifm,13.183,48.416,37.572
2596,Wangb,9.630,50.646,240.776
2597,Pwofq,11.736,54.015,211.807
2598,Ewsou,8.592,49.162,659.669
2599,Ieaok,9.820,54.179,214.856
2600,Hesze,8.141,52.779,229.572
2601,Tzuep,7.805,52.984,65.868
2602,Bsxsx,13.056,54.533,520.127
2603,Errhy,8.485,53.164,483.976
2604,Luazp,13.299,54.041,833.295
2605,Kmnoz,10.416,47.700,54.831
2606,Nbxiu,8.788,52.873,9.510
2607,Nmzkd,10.983,51.403,51.945
2608,Ikcvi,13.911,52.499,412.797
2609,Ubfkv,11.454,49.372,271.003
2610,Ggjko,11.078,52.539,534.805
2611,Zkgvw,9.230,51.834,440.162
2612,Gmsmd,13.001,54.378,201.310
2613,Tjbro,6.251,50.146,507.207
2614,Pvbne,7.811,53.853,603.640
2615,Mijkv,8.959,54.739,740.026
2616,Szjrn,8.920,51.718,547.371
2617,Rfewl,7.952,50.996,181.507
2618,Epvzw,12.294,50.734,568.482
2619,Mwwzd,10.143,50.710,182.663
2620,Wdsoy,12.833,50.860,139.827
2621,Ynmys,13.427,51.319,215.006
2622,Higwp,12.553,53.149,23.089
2623,Hggrf,10.421,48.727,363.829
2624,Bkilh,8.959,53.041,79.894
2625,Cktwq,12.402,48.795,381.774
2626,Eksfl,11.748,53.534,132.416
2627,Ugzij,9.684,48.169,18.182
2628,Zxzbk,6.233,50.839,704.264
2629,Pclyn,8.325,49.572,51.100
2630,Vfkmq,6.767,53.630,703.991
2631,Gvtgs,13.501,53.604,522.471
2632,Gixgu,10.767,48.314,492.202
2633,Ttqbc,8.173,53.001,507.851
2634,Dvror,11.700,49.196,572.066
2635,Mqgqh,9.670,54.392,535.772
2636,Oudgf,8.932,53.812,956.477
2637,Vesji,11.136,51.783,246.423
2638,Zyecc,10.490,53.317,479.563
2639,Xzfxn,12.218,51.785,892.582
2640,Lekav,12.081,53.627,747.171
2641,Eyboo,10.852,50.255,816.281
2642,Vrzap,9.108,52.820,302.025
2643,Isdlg,11.487,49.452,650.749
2644,Tspwh,13.884,51.826,870.944
2645,Rxjjn,11.171,49.525,738.019
2646,Weysk,7.271,53.538,616.708
2647,Wsody,13.683,54.292,548.441
2648,Dvshm,9.901,52.768,143.308
2649,Djkif,8.512,47.818,863.288
2650,Eaypj,11.081,54.323,337.601
2651,Emfco,6.880,50.240,812.933
2652,Aqdwp,13.053,53.094,750.045
2653,Yzczg,11.751,51.993,956.225
2654,Pscay,12.017,49.590,282.461
2655,Unwac,10.412,54.329,457.887
2656,Mzlgn,11.939,50.122,807.713
2657,Sixeg,13.366,54.586,361.728
2658,Xbndu,7.729,50.690,653.821
2659,Fiszg,13.696,51.259,224.816
2660,Demby,11.476,48.950,586.227
2661,Mfwfe,10.811,54.259,407.202
2662,Czwjv,9.157,49.242,172.002
2663,Mvhax,12.342,49.275,113.165
2664,Bgbkz,8.318,51.959,611.177
2665,Xfagb,10.532,50.505,824.460
2666,Ykiet,14.450,51.752,750.432
2667,Cifnj,12.991,48.505,858.896
2668,Iziuh,9.744,49.242,667.151
2669,Wdbtu,12.011,52.079,610.861
2670,Zpjau,13.468,51.494,-3.307
2671,Xlmhd,8.432,51.119,913.164
2672,Ueqqz,12.142,52.764,390.968
2673,Qhtpb,10.576,52.365,696.678
2674,Pfpku,8.318,48.880,138.796
2675,Drhxo,9.954,52.631,238.132
2676,Kmcpb,7.457,53.885,266.490
2677,Qrdsb,10.783,53.471,161.019
2678,Ehpai,13.675,54.626,848.431
2679,Lphnn,11.268,48.663,14.588
2680,Auccb,8.933,53.232,936.652
2681,Iquhf,9.178,52.364,347.511
2682,Cvbvx,10.814,54.111,275.410
2683,Fjitd,12.020,52.525,492.053
2684,Yztij,6.686,50.340,817.280
2685,Axukg,7.798,53.068,336.627
2686,Fjgly,8.872,49.778,441.455
2687,Ztrfe,11.454,54.156,407.236
2688,Dxwtt,11.122,52.180,732.566
2689,Uzqtq,11.588,52.214,173.466
2690,Agzlq,10.008,54.052,582.473
2691,Aqpfx,7.115,50.309,485.391
2692,Cmtuq,8.793,50.052,545.616
2693,Jfsar,13.456,50.748,47.605
2694,Uxddh,9.929,48.814,32.760
2695,Puqvt,6.710,51.618,799.600
2696,Agzoe,13.194,54.475,581.475
2697,Vtkld,10.969,49.466,560.612
2698,Rmauv,8.481,54.574,40.763
2699,Dtnxd,11.848,50.088,576.650
2700,Hyytb,12.365,51.459,28.635
2701,Yzluk,6.744,51.118,757.726
2702,Xafwg,8.226,49.503,90.637
2703,Harse,9.593,52.996,133.411
2704,Jdcof,12.227,51.548,396.102
2705,Rkshp,8.740,52.362,883.733
2706,Mhgsy,9.538,47.536,434.981
2707,Wysho,8.385,50.773,304.849
2708,Metys,9.583,51.965,16.031
2709,Yddbd,8.569,52.246,940.022
2710,Ryfdc,12.438,53.182,289.275
2711,Tqpbt,8.482,52.500,907.367
2712,Pwlfp,14.930,51.325,195.234
2713,Srqdv,13.071,52.195,247.133
2714,Saekp,7.416,51.125,651.854
2715,Prfpz,13.309,54.071,250.987
2716,Otifp,11.295,48.636,539.379
2717,Ouchb,12.204,49.353,583.370
2718,Xlmpl,8.560,48.172,536.134
2719,Gxmzq,7.167,53.866,717.714
2720,Bwsfn,6.984,51.317,351.267
2721,Gchge,9.831,52.143,373.723
2722,Qihkp,13.535,54.492,390.794
2723,Ntjfs,10.236,48.636,14.573
2724,Endgr,10.476,54.116,765.877
2725,Uhrwz,11.038,48.999,765.034
2726,Himpb,9.657,49.063,576.740
2727,Wsgit,6.912,51.533,40.410
2728,Hmvgp,8.397,54.474,783.267
2729,Jxmwy,13.140,48.582,44.423
2730,Nzjhq,8.028,52.546,437.230
2731,Svidd,10.189,48.263,262.364
2732,Asxwn,8.361,49.580,342.364
2733,Eozkz,8.032,51.494,920.202
2734,Oasnb,11.302,49.054,392.363
2735,Ikmqo,10.130,51.201,28.867
2736,Uewsy,8.005,48.446,505.905
2737,Sxacu,9.768,50.155,952.539
2738,Whqcm,13.330,53.417,637.235
2739,Fkhdr,13.610,52.771,465.533
2740,Vpxhz,10.601,53.052,273.246
2741,Ocvam,7.092,53.373,297.132
2742,Ckttd,10.908,51.161,529.083
2743,Oqtia,8.084,51.869,138.451
2744,Tmlxc,12.504,53.303,574.206
2745,Zgjtw,7.533,49.907,539.237
2746,Vgrlp,12.156,51.582,774.741
2747,Vaxrj,14.162,51.812,681.003
2748,Xzbik,9.713,53.130,235.813
2749,Zhcnx,6.250,51.597,731.127
2750,Ydvlb,7.080,50.803,841.809
2751,Wjdej,9.860,49.124,589.742
2752,Jkqzn,12.714,51.611,44.726
2753,Zuszn,8.191,52.566,664.916
2754,Vtfsi,13.218,53.705,262.479
2755,Tjrjf,11.947,50.261,380.095
2756,Cncvk,13.714,54.381,361.341
2757,Klfjz,11.543,52.236,366.173
2758,Mshvf,6.946,53.671,160.561
2759,Rgczo,10.878,48.886,296.743
2760,Lreat,10.798,50.624,576.743
2761,Mcnns,7.804,53.004,925.928
2762,Lshyv,10.069,52.543,99.547
2763,Wtafm,11.414,52.314,680.493
2764,Klqid,11.021,48.794,730.646
2765,Yhgwb,12.749,51.428,754.390
2766,Tczzw,7.842,49.482,173.774
2767,Qqbcf,8.456,49.060,612.900
2768,Gamaz,6.381,50.806,150.564
2769,Zhdzq,9.159,48.645,543.799
2770,Ydvmv,6.345,50.134,184.488
2771,Bvhha,12.086,49.362,860.250
2772,Unhkh,11.600,47.750,417.990
2773,Uiead,13.091,49.158,431.463
2774,Xinmo,11.581,49.693,367.367
2775,Fbyrq,9.711,51.356,680.090
2776,Qmoax,9.807,53.241,249.948
2777,Kksuh,12.499,47.974,500.872
2778,Jvgxy,8.779,51.156,701.233
2779,Ggzsq,11.373,50.870,93.529
2780,Vcdaw,13.269,48.531,960.679
2781,Cmlwf,11.659,51.419,780.680
2782,Zwnlm,12.031,52.334,883.019
2783,Xryiq,10.827,52.052,272.474
2784,Xgpsv,13.981,51.534,436.136
2785,Cxvyk,11.396,48.246,335.807
2786,Mfllr,8.075,53.965,84.751
2787,Sgjus,9.146,53.566,249.597
2788,Gmset,9.219,52.251,661.106
2789,Xitja,8.799,49.896,260.106
2790,Cstdm,11.962,50.873,150.043
2791,Bqvzb,14.134,53.676,99.369
2792,Vyukq,7.003,53.705,853.260
2793,Xpail,11.363,49.958,312.511
2794,Womoc,7.818,49.674,290.460
2795,Zkwtl,8.804,50.933,291.212
2796,Brjlz,12.808,48.239,726.404
2797,Yfuvb,7.129,52.166,230.446
2798,Tgpxx,9.546,52.537,781.727
2799,Xpknm,11.134,49.591,253.024
2800,Jwtmb,9.470,52.293,388.374
2801,Dxmai,8.650,48.523,617.105
2802,Jcmwt,12.767,54.363,429.529
2803,Ywbdv,9.664,49.955,653.447
2804,Piowk,9.877,53.248,425.644
2805,Wghee,12.245,47.941,234.624
2806,Oegak,12.703,53.553,7.924
2807,Hnbxw,11.439,51.646,959.870
2808,Pmepf,13.754,54.468,387.606
2809,Zaeeq,12.140,52.942,184.296
2810,Vdnhq,10.609,54.057,568.844
2811,Mjfaf,8.789,53.569,159.202
2812,Dvnbn,9.022,48.026,359.930
2813,Nphqj,9.710,49.066,502.478
2814,Tjygg,9.489,49.682,931.533
2815,Lnzwx,9.516,51.889,252.152
2816,Sudgq,8.772,50.745,232.243
2817,Rbxwz,7.074,51.785,317.607
2818,Tvluy,10.849,53.869,550.074
2819,Mjbkv,13.326,50.901,116.987
2820,Tcahw,12.885,53.685,188.101
2821,Kdgnd,14.374,51.405,967.155
2822,Pwxyn,8.460,54.886,749.320
2823,Lwvps,11.972,50.986,924.092
2824,Aingo,11.799,48.712,936.691
2825,Eifgf,8.813,50.179,488.737
2826,Pbfni,11.801,53.165,237.710
2827,Omejb,12.084,47.950,242.714
2828,Zcrrj,10.918,54.341,891.190
2829,Zzzgf,7.537,50.992,217.845
2830,Jqzoc,9.977,50.964,395.056
2831,Pubph,9.637,54.257,784.881
2832,Tibxh,9.268,48.867,672.593
2833,Dcory,9.975,50.580,276.047
2834,Cvmum,13.629,53.082,406.203
2835,Zqxrp,11.904,51.213,772.862
2836,Ngnwk,11.315,53.055,662.298
2837,Djsgo,11.212,47.633,638.418
2838,Euuyg,11.147,53.982,139.264
2839,Prywd,13.825,54.515,329.558
2840,Ammai,12.240,49.083,471.302
2841,Dvzcv,12.790,48.286,944.573
2842,Nubmr,12.395,48.145,931.268
2843,Edqkw,7.727,51.888,577.990
2844,Jyxje,10.573,52.387,388.766
2845,Zuxsb,11.064,52.150,201.173
2846,Yyufu,12.669,48.928,273.306
2847,Uwwsl,6.706,50.258,257.780
2848,Gnftk,9.761,51.892,568.416
2849,Cjpyj,11.291,54.227,100.742
2850,Nvjjx,13.121,51.308,827.727
2851,Gyfpu,12.528,51.725,444.925
2852,Rdaly,8.021,49.781,813.348
2853,Yuqgt,14.330,51.788,730.308
2854,Xseix,11.295,48.658,209.190
2855,Cuwpo,11.906,48.856,386.703
2856,Iahrt,8.696,48.769,581.221
2857,Fuqbg,13.947,54.318,863.202
2858,Ydlhv,11.240,53.238,417.609
2859,Riggt,11.754,53.359,593.302
2860,Ezpgj,13.831,52.324,917.052
2861,Ohzsg,12.349,54.285,137.424
2862,Zmfiy,12.645,54.163,249.423
2863,Rgapg,8.421,49.702,211.186
2864,Veqwq,12.328,48.551,562.629
2865,Rjnla,9.903,53.539,914.774
2866,Prang,7.672,50.315,808.842
2867,Euydq,13.635,51.180,40.465
2868,Wvpqt,12.618,48.031,723.087
2869,Cqorn,12.716,50.997,675.089
2870,Wsatl,6.408,51.187,684.269
2871,Mbimk,14.364,53.467,599.191
2872,Prsiu,9.032,49.209,747.850
2873,Jukao,10.504,50.266,424.242
2874,Cmybp,13.096,54.617,556.109
2875,Nxotr,10.238,53.748,891.215
2876,Mxxir,10.136,47.738,118.677
2877,Uqmmq,13.087,48.520,823.816
2878,Cwiow,8.752,54.186,502.080
2879,Rlagh,8.676,54.712,923.641
2880,Gaydk,6.868,51.992,32.564
2881,Fzsro,11.317,53.162,616.162
2882,Cygpr,9.740,49.475,241.907
2883,Iqnam,8.144,51.746,706.852
2884,Zwwps,12.378,49.735,498.803
2885,Xosra,8.409,49.753,235.792
2886,Shviy,10.131,51.195,868.224
2887,Wrnlh,9.340,51.956,208.122
2888,Mioln,13.672,52.244,666.801
2889,Swuvr,7.737,53.211,862.957
2890,Wguqz,11.980,51.704,325.453
2891,Yploc,13.055,47.630,771.299
2892,Lllwr,10.244,51.438,262.446
2893,Thktw,11.298,53.824,935.256
2894,Arzky,9.924,52.374,966.333
2895,Mjtjo,12.850,54.608,942.647
2896,Pzxxb,9.892,49.980,349.674
2897,Iiizh,12.531,54.498,651.146
2898,Ljrwx,8.599,51.066,29.098
2899,Rbspp,7.958,51.101,881.407
2900,Wtcjx,8.293,54.063,333.807
2901,Vstfi,12.501,48.787,933.202
2902,Xgloo,8.170,49.118,947.080
2903,Rdfog,12.561,48.093,933.067
2904,Quvcg,7.343,50.366,894.951
2905,Kvblr,10.511,48.887,33.145
2906,Neqry,11.811,51.451,361.626
2907,Ytywi,8.152,53.892,694.116
2908,Khjhq,10.104,52.868,826.515
2909,Okaca,10.809,48.750,848.744
2910,Quoni,11.178,48.715,708.149
2911,Gysbb,14.485,52.318,419.928
2912,Vhxnc,11.768,47.830,902.673
2913,Txklq,10.061,48.790,490.200
2914,Aecfx,11.889,49.117,179.003
2915,Oxeot,9.954,54.458,155.075
2916,Fomzc,8.709,51.137,637.196
2917,Anolx,13.947,53.699,656.534
2918,Glvly,10.721,52.504,20.386
2919,Gbgfc,8.607,49.228,940.126
2920,Bwuyj,8.775,50.325,286.122
2921,Omgzr,12.794,50.827,72.212
2922,Uesnq,13.013,54.099,646.328
2923,Zmstl,6.905,51.966,584.983
2924,Pnusy,10.585,52.778,157.426
2925,Wcaus,11.926,50.368,925.796
2926,Krzup,11.447,52.857,23.985
2927,Arhoz,11.958,51.731,563.369
2928,Kwzii,9.956,52.466,932.761
2929,Xuiau,7.681,47.811,189.252
2930,Ohpad,11.068,52.137,471.355
2931,Xzxxu,11.851,53.521,94.430
2932,Gaxtu,8.193,49.709,422.544
2933,Qlpto,9.985,47.605,300.600
2934,Hlwxy,12.155,48.161,719.177
2935,Bxccz,11.803,50.825,548.923
2936,Zfqsm,8.323,48.475,336.830
2937,Llfay,6.744,49.593,545.070
2938,Aeoat,8.790,49.047,23.848
2939,Wsgqr,7.095,51.809,300.322
2940,Aqccn,10.599,51.625,954.126
2941,Zwyns,10.243,53.029,235.767
2942,Dnrxs,10.404,49.937,571.667
2943,Bfhlt,8.374,54.592,517.428
2944,Rjabw,13.786,51.080,818.099
2945,Iwvxs,7.184,49.472,197.666
2946,Dekuj,12.343,48.068,32.153
2947,Xwoiw,9.202,47.833,528.039
2948,Pndeu,9.819,50.528,625.845
2949,Fkepv,9.218,53.129,654.427
2950,Rfzbi,7.122,50.304,376.020
2951,Rlkxj,8.543,53.041,894.920
2952,Jnbtr,11.063,48.533,445.350
2953,Npjrd,7.078,52.478,401.870
2954,Jpdnd,11.482,52.669,675.473
2955,Ppias,12.390,48.454,241.529
2956,Yeoeo,12.870,48.530,180.809
2957,Toycr,7.560,49.534,132.104
2958,Shblb,9.241,51.274,564.605
2959,Rqcuw,8.292,50.584,40.484
2960,Jdzvq,9.018,54.054,247.348
2961,Mpmrd,8.741,51.258,635.280
2962,Uvqtl,7.883,54.055,809.247
2963,Mcjmr,10.778,52.948,850.073
2964,Fswru,7.604,53.813,110.861
2965,Zgppi,7.519,49.794,556.405
2966,Dcyya,10.914,52.721,20.690
2967,Cwfql,10.346,50.930,519.796
2968,Mwzjk,12.194,53.848,565.756
2969,Idfqh,11.655,49.309,443.846
2970,Nigfb,13.803,54.349,810.160
2971,Rxfzp,9.964,49.922,115.057
2972,Fmztw,12.328,47.918,439.353
2973,Xipms,8.968,51.851,833.956
2974,Ifiqy,11.241,54.000,304.405
2975,Gsiwr,11.597,51.985,759.550
2976,Ghflz,7.255,49.539,416.981
2977,Uehxl,7.755,49.586,200.332
2978,Ugcfp,6.643,50.913,493.329
2979,Nucdm,13.948,51.484,598.124
2980,Vztbj,13.540,54.725,901.811
2981,Tcohp,10.284,47.878,422.045
2982,Aqgtr,10.909,49.230,843.603
2983,Glfnt,8.437,48.380,555.124
2984,Rfbpg,13.142,48.543,714.215
2985,Iqmwh,10.057,51.520,492.148
2986,Pfpfa,11.401,49.700,153.252
2987,Japgf,13.730,52.052,31.912
2988,Oezri,11.556,52.079,484.601
2989,Zjkbl,10.201,49.414,25.406
2990,Praif,9.799,47.724,651.196
2991,Iyqay,8.790,53.501,446.955
2992,Xnyrk,13.365,54.623,313.691
2993,Bpnqq,7.959,50.916,24.984
2994,Fsyen,10.394,52.436,456.926
2995,Rczny,9.915,54.382,723.445
2996,Ourbx,7.335,53.417,693.572
2997,Cwfki,7.633,50.833,726.669
2998,Ovuri,14.200,52.245,788.322
2999,Vygts,10.975,49.086,638.823
3000,Playk,10.896,52.855,332.373
3001,Nirtu,8.405,48.086,942.209
3002,Mcama,12.737,54.676,230.824
3003,Tkxvf,8.243,53.117,361.049
3004,Quxzr,7.442,53.303,658.157
3005,Alsbg,11.782,54.165,213.091
3006,Hdaxk,11.808,49.983,866.864
3007,Kdsiu,8.355,48.212,636.607
3008,Ltjov,11.460,49.822,329.835
3009,Xphgp,12.208,50.631,38.917
3010,Bwwbj,11.773,50.800,15.502
3011,Lkldy,9.240,47.737,226.870
3012,Kjllz,12.438,54.526,165.586
3013,Wtelk,11.292,48.287,927.457
3014,Ekqhy,9.394,48.514,860.375
3015,Oayqy,9.041,47.754,318.060
3016,Rdpza,9.316,50.546,810.222
3017,Iffoh,9.444,54.625,328.313
3018,Pxuhj,7.676,52.644,591.808
3019,Gadvy,10.459,48.349,873.123
3020,Rgsos,6.887,51.720,794.661
3021,Ssoun,9.745,52.650,845.863
3022,Xhndv,12.997,51.592,297.280
3023,Rpjww,11.047,49.178,930.828
3024,Lkeaa,10.355,52.825,230.056
3025,Vuqbx,13.141,53.961,725.803
3026,Avurt,7.338,53.826,365.154
3027,Fzeft,10.836,52.142,366.055
3028,Nttum,7.941,53.427,28.855
3029,Kgske,7.911,50.995,379.797
3030,Ovgab,7.411,52.198,743.795
3031,Ricjd,8.895,48.550,332.028
3032,Atgeg,10.971,54.276,572.466
3033,Njact,12.545,54.335,262.383
3034,Hplkd,9.717,54.089,397.063
3035,Dcqbk,7.222,50.994,597.903
3036,Fitio,8.779,54.802,150.192
3037,Orgjk,10.214,54.222,324.196
3038,Ewugo,9.505,49.629,15.272
3039,Gsphk,12.296,52.588,14.085
3040,Zdhqe,12.534,48.173,745.477
3041,Cdtnn,8.604,54.046,419.827
3042,Asrsz,13.059,53.373,424.884
3043,Pzgml,9.704,48.627,572.868
3044,Dsxay,10.751,52.040,533.879
3045,Zhybj,10.445,48.511,326.585
3046,Xwmex,11.123,51.529,708.500
3047,Qleps,10.071,53.337,647.930
3048,Sqmzf,9.394,53.915,782.135
3049,Mmlln,9.573,47.858,136.825
3050,Xmsdt,8.316,48.949,139.415
3051,Cnnha,12.663,50.525,551.599
3052,Pssoc,10.643,49.388,877.559
3053,Jkdxj,11.065,48.611,677.271
3054,Piafu,7.312,52.756,907.157
3055,Qbdjd,11.893,50.732,952.986
3056,Kbpid,11.781,52.494,161.206
3057,Otvem,12.635,52.183,157.850
3058,Vbnfs,11.400,51.771,906.180
3059,Ptvzh,12.467,53.203,949.617
3060,Uyfqu,10.691,52.576,753.556
3061,Bluda,8.343,48.697,11.033
3062,Eiepy,7.773,51.145,57.770
3063,Suknv,8.463,54.111,266.482
3064,Xbdbz,7.681,51.509,106.375
3065,Ajdjr,8.391,54.634,271.227
3066,Rfduq,9.423,50.026,784.530
3067,Mltws,13.625,52.303,516.683
3068,Bfevw,11.055,53.982,467.504
3069,Kbbmh,11.253,50.875,956.317
3070,Fdoym,10.328,52.724,548.879
3071,Muueb,12.890,48.268,290.205
3072,Hjpxh,10.137,48.688,580.844
3073,Tqmuq,11.663,51.353,412.228
3074,Pfjty,10.820,49.684,659.131
3075,Hdpoe,11.018,53.769,703.065
3076,Bcyuj,8.156,50.469,464.279
3077,Kvepi,10.710,54.311,378.705
3078,Linhy,8.260,52.396,851.873
3079,Tcevy,9.053,54.403,347.867
3080,Fhgsw,14.854,51.305,489.587
3081,Gsaft,9.940,48.005,437.235
3082,Uclks,10.539,51.486,765.218
3083,Dbxcl,13.469,52.351,377.640
3084,Wlbrq,13.623,51.079,135.884
3085,Tzjnr,13.413,54.772,587.272
3086,Kzgpw,7.207,49.524,464.061
3087,Jkyba,8.293,48.695,174.243
3088,Zgpgq,7.438,50.907,39.769
3089,Thpxq,12.444,50.587,366.005
3090,Logpp,8.515,50.708,928.014
3091,Mtsie,12.721,54.027,635.999
3092,Znjii,9.868,51.434,148.672
3093,Puldv,11.843,51.709,376.905
3094,Xlpzs,13.872,54.584,67.964
3095,Ovknk,12.196,53.632,310.073
3096,Kyaqm,10.291,51.994,265.102
3097,Bedge,6.789,53.802,446.604
3098,Wgwyk,8.465,49.788,794.311
3099,Xpqyj,10.942,49.129,361.838
3100,Mdrld,9.870,54.304,339.773
3101,Irigk,9.527,54.233,693.300
3102,Fkwiu,7.696,53.989,495.194
3103,Rpidl,14.114,53.925,683.723
3104,Jrqxf,10.555,54.463,705.188
3105,Mqbnb,6.437,50.214,736.392
3106,Fggri,8.551,49.682,445.108
3107,Dcrgi,14.111,52.736,791.755
3108,Wkata,13.485,51.878,148.561
3109,Aikzi,8.207,51.010,56.691
3110,Sxkon,10.854,54.350,902.930
3111,Niqqf,7.516,52.742,287.220
3112,Ndgcy,9.562,54.011,551.825
3113,Gsyhu,9.415,54.662,299.293
3114,Qvdoi,10.511,52.203,274.695
3115,Kfkhy,8.647,49.884,218.810
3116,Usbwu,11.205,52.812,594.486
3117,Soomx,7.979,51.788,452.628
3118,Gtury,12.380,49.286,580.184
3119,Gjypq,10.259,52.323,671.724
3120,Dtpqe,8.639,54.341,253.658
3121,Fujbv,8.778,50.148,163.857
3122,Gqndu,9.762,49.433,130.867
3123,Mmjxh,6.530,50.639,349.270
3124,Uqkgo,8.122,49.926,701.769
3125,Fejiy,11.040,51.236,781.476
3126,Tpkjs,12.492,53.173,337.924
3127,Yhgiz,10.122,48.794,809.258
3128,Bgjec,14.461,51.765,124.261
3129,Zmrbh,12.000,53.493,547.826
3130,Ltucz,7.707,53.191,561.644
3131,Jabgg,13.211,50.667,763.800
3132,Qcyak,11.794,54.287,535.605
3133,Vbozy,8.875,49.548,49.443
3134,Oobbu,12.949,48.863,359.904
3135,Lxwtr,9.042,47.705,521.239
3136,Ytgdv,12.186,47.861,495.357
3137,Pxgiz,12.881,51.191,834.255
3138,Llshi,11.009,48.584,398.880
3139,Nndjv,6.745,49.868,290.665
3140,Zyygv,8.074,54.847,603.732
3141,Kpgjr,7.984,50.506,634.898
3142,Epkis,11.481,51.936,363.893
3143,Xtpfl,9.761,48.794,426.827
3144,Pkwuq,11.374,51.005,388.348
3145,Ckuxd,12.114,52.241,309.808
3146,Xadsq,9.064,50.326,841.396
3147,Tutao,11.529,49.462,25.962
3148,Awkfv,12.045,48.377,787.411
3149,Xiwzq,11.758,50.392,162.922
3150,Fwpah,13.683,54.596,654.431
3151,Yyphd,8.025,53.140,105.679
3152,Bdtke,12.206,54.306,906.813
3153,Hplmm,12.795,54.224,552.546
3154,Gngvy,14.309,52.234,567.430
3155,Zixyc,10.278,53.912,128.566
3156,Shusq,7.859,51.692,851.997
3157,Prxpu,7.007,53.723,412.691
3158,Mjskt,10.800,48.530,780.749
3159,Haymm,13.405,52.940,122.227
3160,Ucxhb,8.926,53.007,428.083
3161,Yiuav,8.033,53.241,110.001
3162,Eunal,9.949,49.313,93.345
3163,Mlgpf,11.695,53.662,665.910
3164,Veazb,10.787,49.680,923.900
3165,Pwhov,10.765,50.892,505.683
3166,Owgps,7.323,51.549,947.142
3167,Wsuuz,11.896,52.159,249.495
3168,Yfrhr,9.701,48.496,324.720
3169,Cckyw,14.409,51.573,-4.104
3170,Khddz,7.143,49.491,963.717
3171,Ecwpz,7.755,50.827,278.413
3172,Raqih,9.114,49.530,184.415
3173,Aidll,10.734,50.130,353.242
3174,Tndqj,12.618,52.599,435.158
3175,Lamsr,9.082,48.076,106.280
3176,Cxhoa,13.559,48.713,424.251
3177,Immwf,13.033,48.841,802.133
3178,Ftkwm,11.901,53.592,253.504
3179,Yscwm,13.550,51.861,248.823
3180,Kpawi,9.276,48.629,351.200
3181,Roqcx,7.458,52.682,686.193
3182,Vwxnd,11.271,53.251,-1.032
3183,Gdvxf,10.142,51.063,49.291
3184,Xfvve,7.820,50.339,717.243
3185,Ibles,11.959,52.643,350.490
3186,Clewc,9.593,51.498,99.268
3187,Hzmyy,12.547,51.170,591.913
3188,Eenqp,11.915,49.818,231.193
3189,Eahjv,12.234,49.957,962.004
3190,Swwqt,7.630,49.355,444.400
3191,Fanef,8.868,48.792,261.688
3192,Cporh,9.432,50.407,185.669
3193,Sgegj,9.387,54.090,76.378
3194,Xyzsl,9.929,54.468,917.225
3195,Mdwcv,8.234,48.651,946.597
3196,Wigql,12.630,52.755,530.431
3197,Lkjor,10.399,47.806,605.504
3198,Lkahs,12.229,51.814,580.723
3199,Zipkx,10.355,47.918,85.058
3200,Dhohl,10.845,53.743,24.766
3201,Apqjn,11.647,53.558,919.720
3202,Ehxxy,7.562,53.409,530.864
3203,Pcuxw,7.686,51.390,183.934
3204,Rypjg,10.484,48.535,331.865
3205,Uorgy,7.844,51.255,325.370
3206,Vgbfu,7.704,51.598,174.431
3207,Zozed,12.337,53.627,454.572
3208,Agtsc,10.032,48.331,608.086
3209,Ahvpk,13.550,51.691,234.707
3210,Njgzr,12.240,48.928,400.082
3211,Dccld,10.594,51.302,688.679
3212,Szfoq,14.340,53.406,262.686
3213,Rotlo,7.798,50.734,920.049
3214,Ftmfp,6.714,51.147,415.097
3215,Bmpzb,8.305,50.082,132.232
3216,Kvwzl,8.104,52.498,235.157
3217,Ffiir,9.506,50.021,285.303
3218,Nsevd,7.422,49.845,105.888
3219,Bqiuh,11.064,53.933,581.370
3220,Uztlt,11.324,53.170,722.721
3221,Yiwla,8.693,51.952,745.828
3222,Swrim,8.696,49.225,430.823
3223,Lluup,12.771,52.474,428.890
3224,Dhoak,9.561,50.235,746.393
3225,Tkfvd,9.765,50.394,785.109
3226,Ooyku,10.520,52.855,829.428
3227,Mwhmy,8.967,48.927,254.743
3228,Waxib,7.358,52.052,430.582
3229,Bfqox,11.975,52.146,357.755
3230,Wtplu,8.777,53.032,559.154
3231,Yaxfd,10.423,54.166,18.402
3232,Kocsi,11.464,50.103,56.309
3233,Fbtzu,7.722,51.805,439.322
3234,Ccfda,11.413,50.498,495.582
3235,Bxggr,7.816,54.379,874.822
3236,Hwejx,9.784,52.915,316.656
3237,Jhfek,8.587,51.123,677.507
