id,city,x,y,z
46565,Xcekm,11.386,51.702,666.147
46566,Zogsj,12.176,48.408,694.614
46567,Emoeh,6.878,51.056,94.076
46568,Zqlee,7.226,52.900,815.976
46569,Kqidq,10.694,51.531,91.497
46570,Vcqwl,9.278,51.328,427.420
46571,Jzboc,11.030,53.139,20.538
46572,Waqex,10.493,54.301,259.197
46573,Nxsut,10.478,50.741,900.965
46574,Jaywr,11.342,52.444,785.896
46575,Vestm,7.197,53.743,715.262
46576,Vbhwu,10.308,53.057,531.834
46577,Nlfhu,6.893,50.372,409.856
46578,Rzmzo,8.271,48.009,326.851
46579,Cpjqv,9.908,53.417,248.877
46580,Lcbgn,7.684,51.386,364.891
46581,Iicao,9.794,50.499,766.407
46582,Xxugg,10.222,51.871,897.714
46583,Wcrtd,8.793,51.445,-4.279
46584,Tdpfu,9.859,48.296,222.576
46585,Zbfzy,8.572,54.308,339.487
46586,Otluk,12.482,48.814,722.394
46587,Tndwm,8.724,50.900,528.458
46588,Nooau,13.346,53.040,199.819
46589,Itwuv,12.875,50.673,232.380
46590,Cbjms,13.730,54.325,746.653
46591,Wlggu,8.363,48.005,172.687
46592,Jkcuf,12.927,53.103,372.859
46593,Isvba,11.750,52.227,184.963
46594,Gucph,10.560,51.007,60.066
46595,Rziql,8.890,50.101,720.618
46596,Zmlyu,14.173,52.574,919.774
46597,Wobwq,7.225,49.491,113.132
46598,Gkikz,11.658,49.136,319.152
46599,Ucsrd,6.942,51.661,368.509
46600,Qavki,7.818,48.320,838.890
46601,Gonnt,9.848,49.054,90.783
46602,Wmhjy,8.582,54.367,883.182
46603,Swnwu,8.404,53.314,715.243
46604,Qftrz,12.095,52.218,300.400
46605,Cblfx,7.991,49.566,792.289
46606,Jpbon,7.870,52.789,145.273
46607,Gimwe,6.982,49.926,420.351
46608,Mlxoj,11.980,52.606,825.121
46609,Jnhvp,10.287,49.982,671.281
46610,Goqee,11.181,51.948,425.814
46611,Lsjfj,13.387,52.056,138.501
46612,Jvtmj,10.646,51.039,43.347
46613,Fvesi,12.602,49.358,678.968
46614,Lrvvv,9.948,51.592,703.335
46615,Brkjm,7.993,54.349,725.749
46616,Kqkln,10.230,49.487,474.152
46617,Iknpi,11.906,51.252,607.922
46618,Xaooe,9.168,49.340,381.578
46619,Abxjx,9.644,53.712,663.948
46620,Vumsv,9.341,51.551,62.979
46621,Gcjhj,12.483,54.160,209.703
46622,Rzsxl,9.024,49.793,69.051
46623,Jgylz,7.295,49.998,358.470
46624,Unjrh,10.545,54.365,614.507
46625,Ijjwj,11.890,49.220,744.408
46626,Fkgtw,12.925,51.259,669.382
46627,Nzlcl,7.898,49.561,641.547
46628,Srmmk,6.366,51.007,70.191
46629,Dkfek,7.822,52.824,423.511
46630,Lmxnc,12.814,54.601,469.031
46631,Zycxy,13.757,50.983,663.428
46632,Iduuh,12.639,53.282,492.368
46633,Vttua,10.035,49.302,699.576
46634,Wjgnr,9.542,54.505,17.794
46635,Uxrgm,14.027,53.008,388.181
46636,Cigov,9.209,49.250,469.696
46637,Nrkuw,11.309,52.982,280.179
46638,Ggbnm,8.856,51.986,680.622
46639,Hmibi,9.703,52.205,943.673
46640,Dygab,11.853,51.232,403.921
46641,Dkfvc,8.008,50.511,646.640
46642,Ypjps,6.545,51.417,78.209
46643,Ieqbe,10.071,52.279,741.505
46644,Hbmtp,13.709,54.365,137.756
46645,Gdbww,7.920,52.504,191.892
46646,Uvghr,8.936,49.845,897.854
46647,Tqvyr,13.355,53.174,459.719
46648,Ufbdg,10.513,48.172,941.744
46649,Cjhhd,11.426,48.930,772.166
46650,Fzouo,8.236,53.771,147.533
46651,Gmwkr,11.918,50.386,57.104
46652,Rwjym,7.686,49.910,833.271
46653,Rdxfb,11.226,49.050,156.067
46654,Yifsc,8.704,50.304,962.518
46655,Tnfou,11.755,53.077,896.621
46656,Tusde,9.766,51.775,608.739
46657,Cjque,13.804,54.269,773.787
46658,Qcghm,12.602,52.687,926.663
46659,Tvpns,7.196,51.069,361.007
46660,Kckgy,13.349,50.969,708.030
46661,Luxnf,9.048,54.750,356.760
46662,Ffgjm,9.436,49.011,952.926
46663,Ghohv,9.301,53.961,638.793
46664,Ezwjc,12.666,52.974,621.335
46665,Ihmka,9.120,48.069,483.615
46666,Lgqpl,10.909,48.289,576.134
46667,Bsele,14.461,52.535,224.839
46668,Hyllg,9.018,48.069,806.187
46669,Hqrqb,10.305,50.645,851.239
46670,Bumhd,9.941,54.558,368.241
46671,Hjirx,8.532,51.323,106.700
46672,Sxydl,10.285,49.208,954.992
46673,Svejc,14.415,51.831,408.892
46674,Tmnrk,10.770,50.316,718.129
46675,Yolls,10.142,48.341,888.827
46676,Poapm,10.475,51.800,742.165
46677,Lebuz,8.730,53.693,430.457
46678,Zntme,9.732,53.388,899.035
46679,Yivbx,12.593,54.664,705.177
46680,Zxcja,10.030,53.045,150.228
46681,Gsege,9.976,49.195,886.779
46682,Omnhs,11.091,49.936,701.435
46683,Eagfn,9.475,50.429,115.924
46684,Ynvgx,12.946,50.674,67.747
46685,Ddads,12.558,52.387,609.385
46686,Deomt,10.106,48.771,240.086
46687,Vjwoy,9.418,47.870,519.359
46688,Plwhs,9.720,48.822,922.982
46689,Layed,12.092,52.841,827.806
46690,Foxac,7.667,53.161,326.237
46691,Zsgno,7.655,52.466,490.901
46692,Jykxh,12.716,51.897,906.167
46693,Jkjth,11.001,53.519,732.484
46694,Decor,14.351,52.262,966.280
46695,Sufje,8.805,47.833,49.620
46696,Rmyou,10.139,53.512,646.620
46697,Csefu,12.886,51.642,784.187
46698,Opdri,7.508,54.196,938.307
46699,Zekol,7.905,51.874,310.386
46700,Bjjhn,11.366,48.432,732.057
46701,Yrqzs,8.668,54.847,82.347
46702,Bedck,8.486,53.486,122.874
46703,Jcyhz,11.699,49.292,889.349
46704,Gmlwb,10.875,54.360,564.408
46705,Splms,12.219,53.969,127.417
46706,Kjika,11.024,48.670,587.460
46707,Tydds,10.315,52.626,657.179
46708,Ynkpp,6.906,53.810,433.817
46709,Jiwtb,7.540,52.476,755.667
46710,Opcwk,9.611,54.469,498.620
46711,Lqiva,8.869,54.413,220.291
46712,Xiqvk,13.510,54.807,811.580
46713,Gldeb,12.015,52.759,60.451
46714,Zndtk,8.671,52.715,708.930
46715,Elfxz,10.459,50.070,918.786
46716,Getwz,7.732,49.368,119.021
46717,Uhvep,8.331,52.296,1.609
46718,Ezeud,12.827,48.233,944.090
46719,Ogcmm,11.722,52.961,855.191
46720,Kdfaf,14.088,52.927,953.589
46721,Jcqvf,9.719,53.816,243.679
46722,Vvjrn,11.591,49.482,735.065
46723,Owbnc,10.711,53.622,583.955
46724,Otxyt,8.087,53.063,434.241
46725,Rthos,8.023,49.654,367.632
46726,Btxhs,6.290,51.096,377.737
46727,Dsnof,8.072,54.170,903.648
46728,Msqlm,12.571,52.871,566.206
46729,Pfglw,14.444,51.525,953.794
46730,Lbfab,9.168,52.034,692.569
46731,Sjwja,9.963,52.597,828.333
46732,Elxqx,7.683,52.844,33.243
46733,Rokkz,13.060,54.255,968.179
46734,Txial,14.958,51.276,112.400
46735,Cnprl,8.556,49.664,706.299
46736,Hvlul,12.358,49.279,460.632
46737,Svomr,8.808,54.744,596.871
46738,Anltv,11.408,50.857,162.504
46739,Klnnw,7.210,49.925,490.225
46740,Ehefw,13.497,52.449,717.176
46741,Ddwew,13.692,51.924,535.875
46742,Fevlj,13.203,53.429,638.302
46743,Xwugq,9.594,51.014,92.985
46744,Ccroq,14.433,51.971,235.559
46745,Wmlze,9.203,54.471,640.700
46746,Hcviw,9.885,52.990,129.206
46747,Qsshr,7.200,51.207,248.593
46748,Ysmyk,12.596,53.248,629.942
46749,Zzncd,13.208,48.809,294.276
46750,Ikkih,10.318,52.379,608.515
46751,Qjiuo,11.252,51.198,863.971
46752,Zhpcg,8.914,52.513,229.779
46753,Lscld,12.969,54.344,188.745
46754,Xonsc,8.306,52.200,118.589
46755,Oesor,6.903,51.792,876.120
46756,Vbtet,7.504,51.525,938.020
46757,Qayji,11.915,50.277,464.060
46758,Pplgx,12.971,53.555,321.207
46759,Afgyy,9.891,50.031,591.852
46760,Pvlze,10.267,48.674,294.610
46761,Hmaug,7.844,53.195,708.519
46762,Funmb,12.563,52.669,238.465
46763,Olgfi,12.538,52.853,263.520
46764,Khnvh,10.518,50.299,565.811
46765,Dhyvj,10.310,53.362,485.695
46766,Mwpys,9.213,49.335,841.737
46767,Fpqgh,10.174,48.147,258.974
46768,Yxinz,6.095,50.968,172.292
46769,Leqyu,11.463,48.424,575.567
46770,Qoyuf,8.942,48.669,60.046
46771,Lwdvk,11.015,49.870,820.596
46772,Rqhfm,8.717,53.469,3.113
46773,Eoaay,12.838,48.467,764.866
46774,Rqtge,11.567,53.054,697.440
46775,Kbdls,11.646,51.624,80.157
46776,Fgmey,6.725,50.415,367.084
46777,Uyfgl,11.849,53.530,122.489
46778,Iyebw,8.345,52.400,840.321
46779,Gmbnx,13.289,52.659,678.410
46780,Mnhyl,12.000,48.740,236.006
46781,Ukemx,10.898,51.538,633.365
46782,Gnmwt,8.813,51.845,903.037
46783,Mffqr,7.806,49.735,422.371
46784,Lrnzf,13.673,53.451,91.009
46785,Gvqgg,13.558,53.130,97.725
46786,Iznfj,13.597,52.483,509.279
46787,Zmmmh,10.271,48.619,339.596
46788,Pptbf,9.799,50.462,486.628
46789,Axeev,10.183,50.453,911.868
46790,Dxekc,10.431,48.198,109.566
46791,Aywka,9.264,49.092,49.856
46792,Ldhcj,7.298,50.362,27.812
46793,Bhmlv,8.252,53.113,202.900
46794,Factr,8.520,54.708,949.895
46795,Jadle,12.723,51.774,104.865
46796,Cxwgw,12.538,49.491,63.921
46797,Dvvfs,7.671,53.028,140.250
46798,Oqbze,8.832,51.252,575.730
46799,Dkfjv,8.791,49.561,954.584
46800,Jnsct,10.020,50.653,726.753
46801,Uovle,7.607,49.716,532.613
46802,Zzvug,11.767,48.213,249.707
46803,Xrdpd,14.594,51.164,68.875
46804,Rnejk,10.310,50.833,73.917
46805,Otauj,9.910,51.353,333.320
46806,Mhice,11.040,51.771,837.214
46807,Pciuy,8.419,53.923,685.852
46808,Pgblh,9.262,49.036,35.496
46809,Ymbdh,9.176,54.379,436.069
46810,Swzkm,10.455,48.468,409.584
46811,Htghu,11.596,49.617,263.599
46812,Dwxul,9.581,51.215,726.146
46813,Qljzz,7.878,50.598,135.121
46814,Gxmma,7.270,50.583,194.752
46815,Azrzm,9.194,49.928,196.958
46816,Pecmf,10.868,48.258,353.664
46817,Zpkus,7.576,50.160,760.420
46818,Sptuw,13.585,53.907,190.464
46819,Carob,13.224,52.444,598.773
46820,Fyvlp,7.969,50.600,281.700
46821,Bgirt,9.114,54.362,245.346
46822,Kclvv,12.630,49.273,64.436
46823,Xutba,11.379,47.864,14.719
46824,Sodhd,10.164,51.296,748.925
46825,Oukni,9.499,53.927,372.028
46826,Dumbn,9.091,51.932,102.662
46827,Ohctg,8.802,54.844,636.868
46828,Rnipp,7.273,51.440,24.635
46829,Revbu,13.239,51.351,212.246
46830,Oxuqd,11.174,49.352,474.270
46831,Illys,10.568,47.791,414.547
46832,Obbux,11.323,49.707,166.405
46833,Zrkmw,12.157,49.024,242.319
46834,Mnvei,13.441,54.800,61.225
46835,Fberp,13.192,52.652,70.613
46836,Sifrk,9.790,53.687,899.475
46837,Rpojf,8.711,54.573,67.297
46838,Gpyok,9.471,54.327,856.868
46839,Jmngd,12.482,52.422,715.896
46840,Gunys,12.927,48.340,697.883
46841,Iured,9.155,53.604,739.274
46842,Jcynk,12.754,50.642,845.013
46843,Rrxyv,12.105,53.066,328.277
46844,Koptt,11.231,50.330,49.509
46845,Atqeb,12.576,52.892,876.382
46846,Wsvnw,9.538,47.909,425.564
46847,Aimdp,9.558,49.313,696.802
46848,Kymks,13.279,53.721,614.920
46849,Tymai,9.583,49.197,253.719
46850,Crsua,11.396,51.648,283.315
46851,Zjjoo,9.176,50.518,195.770
46852,Gjecc,7.736,51.106,62.610
46853,Xpkfg,14.176,52.169,930.048
46854,Krzxd,9.065,54.411,301.153
46855,Bazip,11.697,50.334,136.357
46856,Wvcia,12.759,50.688,931.272
46857,Duqat,8.201,54.161,37.772
46858,Gkxqf,12.484,52.171,966.796
46859,Arzpz,9.054,49.629,462.754
46860,Ovlro,13.842,51.555,763.292
46861,Hioxr,11.571,49.197,172.735
46862,Yoywm,12.852,47.785,409.268
46863,Qzyxy,11.430,52.032,767.526
46864,Kvvrj,10.612,52.765,126.248
46865,Fnfyl,10.225,52.039,158.890
46866,Sfibc,11.562,50.803,409.129
46867,Vuimw,8.470,52.750,547.385
46868,Rmcgv,9.570,54.054,883.774
46869,Dvwxy,7.836,51.137,754.674
46870,Qsurg,13.447,50.769,842.676
46871,Hrplk,11.303,47.798,356.377
46872,Getxt,6.647,53.721,775.039
46873,Nxsbb,10.452,51.170,291.349
46874,Rklvd,7.899,50.595,65.833
46875,Esenx,13.537,53.655,860.205
46876,Hnrtr,13.068,54.648,343.362
46877,Tbncj,8.109,50.160,120.888
46878,Gedmx,7.806,54.277,511.663
46879,Esrsn,10.355,48.938,120.012
46880,Fypzj,13.868,53.401,599.591
46881,Natbu,11.033,51.117,946.839
46882,Armsz,12.651,52.166,14.151
46883,Khdgv,11.048,53.477,840.666
46884,Pyjxh,8.911,50.486,215.444
46885,Aoifq,6.622,50.495,236.851
46886,Zumco,7.449,53.151,858.471
46887,Crahl,7.932,53.766,731.967
46888,Uejrt,7.426,49.290,521.481
46889,Pbxte,7.670,51.004,105.528
46890,Alqil,11.941,53.662,496.743
46891,Jaqxf,10.349,51.932,138.997
46892,Aofft,6.912,51.514,804.030
46893,Qmhym,9.555,52.976,819.974
46894,Brjjb,14.080,53.725,543.821
46895,Rbdds,11.286,51.979,653.177
46896,Tapym,11.381,51.683,928.660
46897,Ghxfn,10.436,50.562,364.207
46898,Ilofk,12.331,53.894,963.878
46899,Nncis,12.775,53.053,846.762
46900,Dljvk,11.444,50.632,479.866
46901,Xtsfb,6.376,51.398,665.493
46902,Phsfe,9.172,50.231,637.617
46903,Fmzyy,11.445,50.070,838.053
46904,Orici,6.193,50.901,283.392
46905,Rqesx,13.177,53.898,24.771
46906,Xpkfw,11.641,52.615,203.548
46907,Fqtes,9.046,53.961,897.466
46908,Gqbmj,8.262,54.923,599.444
46909,Oweyz,13.206,48.681,406.045
46910,Hefgq,6.631,49.769,380.066
46911,Xzcnq,10.802,50.037,729.162
46912,Moktu,13.669,51.852,423.738
46913,Gzwyb,12.456,48.324,460.521
46914,Fnweu,11.655,50.914,139.341
46915,Nkagz,6.967,51.816,117.848
46916,Lckup,12.026,51.616,690.508
46917,Mliws,8.693,54.600,938.255
46918,Xjidm,11.494,52.722,1.223
46919,Hdqap,7.251,49.619,271.732
46920,Exfzf,11.013,50.536,924.323
46921,Yumip,6.875,53.472,51.461
46922,Sptor,13.410,53.072,864.628
46923,Cwstu,7.350,49.327,568.975
46924,Hjydc,6.655,49.909,114.417
46925,Hoypi,8.496,54.391,405.689
46926,Euton,6.681,51.675,327.759
46927,Gmlql,12.226,48.860,614.995
46928,Fbwtz,6.363,51.463,103.896
46929,Sonqg,8.189,50.265,130.082
46930,Ljanv,6.997,53.501,169.900
46931,Hypcy,7.156,50.351,671.826
46932,Jtiqf,13.430,48.946,197.018
46933,Xhpnr,10.777,50.900,607.517
46934,Dpksj,7.415,50.871,894.308
46935,Ttgqs,14.150,51.741,385.012
46936,Gtund,9.582,53.130,581.672
46937,Vbxrq,11.520,52.880,921.921
46938,Xmdso,10.501,52.432,189.134
46939,Sedro,8.280,50.963,691.384
46940,Rzdfv,10.880,51.374,444.424
46941,Olmtx,11.865,51.827,83.881
46942,Tjnux,10.002,51.772,574.528
46943,Hyfmz,9.329,49.152,300.608
46944,Zqxwz,9.947,53.553,513.579
46945,Ysjai,6.885,51.551,551.991
46946,Emuhd,12.829,54.693,324.618
46947,Aoupq,9.693,50.826,675.338
46948,Szfjx,9.662,53.236,846.309
46949,Eyamd,6.878,49.461,240.885
46950,Snpjh,7.626,50.861,153.378
46951,Vgmjl,11.664,49.086,790.117
46952,Zfqpu,11.816,48.607,864.430
46953,Ttfgz,10.519,51.325,709.584
46954,Yasli,11.477,49.126,336.354
46955,Zubhp,9.293,48.990,733.453
46956,Cdwmn,8.836,53.834,450.887
46957,Izyts,11.448,48.511,224.025
46958,Mgotl,10.114,54.697,280.245
46959,Ziaeq,11.931,50.441,123.862
46960,Ttqfm,13.395,53.227,698.971
46961,Iwoxh,13.219,53.842,550.240
46962,Igsfv,12.308,53.353,277.891
46963,Ddfvu,9.067,52.809,872.618
46964,Lvnzq,9.561,49.449,721.340
46965,Xocol,11.409,49.628,574.025
46966,Ekaxx,14.046,51.263,839.944
46967,Dmoxh,8.625,50.183,480.413
46968,Qdfhg,7.270,51.751,666.955
46969,Lbsyq,11.673,49.697,841.553
46970,Itgpt,11.583,50.026,128.239
46971,Dbeks,8.165,51.036,48.327
46972,Ozwrd,11.514,49.536,821.409
46973,Ovuut,13.105,54.456,887.472
46974,Mfrjn,8.397,47.934,223.133
46975,Fzvhi,10.955,54.392,619.482
46976,Cpnbk,8.369,49.028,935.251
46977,Pgqey,13.153,51.830,298.240
46978,Ejgpa,9.376,49.274,707.681
46979,Asgnh,7.052,50.829,396.412
46980,Fsdlm,12.961,51.076,151.251
46981,Envwe,12.178,52.475,563.296
46982,Zqwde,8.810,53.195,942.753
46983,Cvgcj,10.826,49.449,463.756
46984,Mlcvg,7.988,50.706,469.111
46985,Dgiug,13.619,52.089,644.550
46986,Fqdfw,11.169,54.308,566.605
46987,Sincx,8.487,52.219,969.669
46988,Lrrzi,9.713,49.565,199.991
46989,Exzcc,7.020,51.257,323.184
46990,Ohtkv,9.977,53.249,233.527
46991,Fklib,11.414,49.090,236.991
46992,Bjwlv,9.941,51.230,-2.820
46993,Rcecw,13.404,48.779,799.017
46994,Bpnao,7.356,53.415,169.273
46995,Qctsq,13.194,52.019,323.516
46996,Nuwjh,12.354,49.060,49.250
46997,Annfb,9.846,51.533,658.880
46998,Vegna,8.644,49.365,738.828
46999,Inoey,9.627,52.144,739.108
47000,Goglz,9.068,51.862,109.167
47001,Yufrm,6.561,50.879,255.496
47002,Rpvap,11.490,54.254,618.982
47003,Oytou,8.360,51.479,653.869
47004,Ystkh,6.360,49.996,509.775
47005,Ablqy,6.391,51.708,202.360
47006,Raevj,7.477,50.784,296.023
47007,Xcdgn,8.992,51.623,389.594
47008,Bezez,11.801,52.662,446.199
47009,Yndul,10.012,52.955,610.275
47010,Baisr,7.853,53.921,295.390
47011,Vlfeq,9.926,49.911,21.920
47012,Dnzqc,11.938,53.302,738.452
47013,Dkfec,11.278,47.764,419.890
47014,Seatc,7.681,54.071,331.232
47015,Uiaeb,8.901,52.543,217.314
47016,Iykyf,7.544,53.025,138.428
47017,Jpvfq,9.033,53.040,914.291
47018,Cpbjj,9.680,53.394,128.854
47019,Wqpgu,12.151,52.487,0.522
47020,Yqvbt,11.941,49.318,603.424
47021,Wihvi,7.953,48.159,389.605
47022,Qwtpn,10.151,53.569,166.221
47023,Vfhgd,10.749,48.429,196.875
47024,Jrlfn,8.537,51.035,844.670
47025,Jnirb,10.767,52.040,21.994
47026,Eyecs,9.588,48.706,83.344
47027,Qveef,7.463,49.376,747.434
47028,Sgbee,8.923,53.506,629.099
47029,Naqal,6.488,51.444,300.682
47030,Jgnvh,11.004,52.827,240.071
47031,Ajmpw,9.622,54.615,254.471
47032,Pleyn,7.766,52.865,599.073
47033,Aepha,9.439,49.029,905.506
47034,Drsyy,8.919,49.625,375.799
47035,Coekd,12.038,52.388,729.132
47036,Vcnle,10.787,48.675,447.000
47037,Qjgby,9.245,54.284,140.784
47038,Tljvt,10.439,49.894,732.805
47039,Ccxaa,10.687,53.739,619.790
47040,Dqjua,7.171,49.184,10.071
47041,Babpo,8.994,53.434,777.482
47042,Hcpqs,10.447,49.572,612.806
47043,Lzvyj,14.119,53.659,287.755
47044,Utyqi,7.481,52.450,513.646
47045,Afatu,9.439,54.507,418.034
47046,Vsnbw,12.766,53.669,7.798
47047,Plzua,8.649,54.507,591.034
47048,Swbyj,7.342,51.657,589.085
47049,Wuemr,8.284,50.990,820.470
47050,Uegcv,12.949,53.365,9.477
47051,Wwtjv,9.050,51.325,652.480
47052,Qkhlu,10.575,53.371,928.848
47053,Oenzd,9.947,50.043,15.846
47054,Yrzzx,9.434,48.981,194.451
47055,Ikxof,11.768,51.022,238.312
47056,Fegep,8.912,49.505,780.934
47057,Btqol,9.474,52.431,472.667
47058,Leavm,11.672,51.915,854.439
47059,Hrcxa,7.908,48.436,689.871
47060,Irfzr,10.932,49.640,964.587
47061,Yupoo,11.813,52.854,537.382
47062,Yoglc,11.984,52.823,545.140
47063,Zgaeh,14.595,51.269,856.456
47064,Ahrag,7.473,52.629,234.723
47065,Dqrty,13.958,50.926,7.429
47066,Vbgjq,7.117,51.328,252.688
47067,Sozwo,8.931,53.675,156.433
47068,Fekyb,7.295,50.285,701.797
47069,Dmkfk,9.578,54.074,645.663
47070,Ghbcq,10.511,50.590,536.896
47071,Wqvmp,10.751,52.763,877.351
47072,Sazve,8.677,51.660,428.849
47073,Fxqma,13.170,53.043,457.302
47074,Rjhih,8.174,53.286,720.411
47075,Ocowy,11.795,51.375,861.631
47076,Zvobu,6.106,50.944,298.577
47077,Vqbas,12.540,49.075,819.886
47078,Fbiji,11.664,50.777,256.432
47079,Tajsa,9.778,54.391,92.035
47080,Sztmi,9.777,52.221,400.827
47081,Kpaxo,9.884,47.969,200.439
47082,Zknix,9.994,53.939,126.358
47083,Sdmmd,8.649,49.672,825.619
47084,Heqgu,10.735,53.448,412.467
47085,Akpql,9.769,49.417,339.158
47086,Xgcxe,11.326,53.484,634.744
47087,Gqfpl,8.392,51.297,933.907
47088,Qbidp,8.519,51.885,263.138
47089,Vsfzl,12.694,51.418,919.183
47090,Vdxlt,10.602,51.765,571.012
47091,Dwias,10.319,49.491,664.920
47092,Ezodh,6.941,49.967,965.491
47093,Oubqw,10.908,49.404,863.028
47094,Rjenq,10.605,51.824,225.082
47095,Jvuau,12.157,48.623,150.627
47096,Ksufw,9.360,48.098,711.200
47097,Dwdgf,11.011,51.793,150.333
47098,Aakpq,14.092,51.213,904.484
47099,Aqtml,11.715,48.395,51.065
47100,Lqocm,14.377,51.445,888.062
47101,Gsync,10.341,53.844,214.951
47102,Qkzqi,8.955,50.964,794.351
47103,Zvjjn,11.309,49.145,727.212
47104,Tgchs,9.830,53.649,873.543
47105,Pgywo,12.519,48.579,248.309
47106,Mowwl,7.650,49.353,5.732
47107,Adecw,7.017,52.149,566.957
47108,Nvjdx,7.183,49.673,90.786
47109,Pgebu,13.221,51.570,429.077
47110,Czydb,10.621,48.163,600.792
47111,Xbcod,7.729,53.243,539.483
47112,Ghnqf,7.389,52.965,968.663
47113,Ezfdn,14.490,52.615,584.708
47114,Uyrei,8.628,50.332,796.766
47115,Hfhkm,9.277,54.295,673.753
47116,Vpayg,7.320,53.529,251.688
47117,Dvxtz,11.549,52.589,733.347
47118,Amtkh,8.047,49.677,164.057
47119,Amjss,9.877,50.456,380.982
47120,Fmcxq,14.275,51.474,104.855
47121,Tjcos,11.425,50.702,951.753
47122,Sxjho,12.899,48.430,884.115
47123,Toidm,11.352,51.656,897.498
47124,Akclw,12.862,54.293,309.062
47125,Uugjc,12.834,54.131,261.636
47126,Fiwgg,11.777,47.664,89.666
47127,Sjrbj,7.248,50.579,290.643
47128,Wcmsf,9.155,54.625,45.517
47129,Zcbbx,10.256,48.315,775.992
47130,Eiswh,11.951,53.183,6.814
47131,Emlpf,8.933,54.537,617.031
47132,Ugclb,7.372,49.511,881.085
47133,Ycjgr,10.439,49.643,600.307
47134,Xkwtd,7.290,53.353,422.739
47135,Dlszk,10.734,53.638,674.781
47136,Bavtx,9.531,54.789,624.136
47137,Mrkbm,10.285,49.800,368.447
47138,Zqgrc,10.904,50.742,288.488
47139,Socuy,12.673,54.329,443.426
47140,Ftydt,13.005,51.127,472.836
47141,Jifof,12.506,47.953,877.335
47142,Afmdc,13.981,52.868,817.725
47143,Ypviz,12.079,49.485,668.705
47144,Flbva,8.669,54.017,963.282
47145,Cgvok,12.003,52.023,64.031
47146,Cebrj,12.732,52.819,696.906
47147,Hrfip,6.506,50.304,844.413
47148,Zvmjt,10.570,47.646,263.104
47149,Yvrrt,12.347,47.945,546.237
47150,Hjplw,8.919,49.610,88.754
47151,Aopai,11.073,48.364,104.676
47152,Udwht,13.159,53.313,292.083
47153,Rlktg,8.251,49.899,600.562
47154,Ivmqo,8.635,49.980,303.222
47155,Ikbub,8.997,54.068,69.147
47156,Fkdbl,12.227,48.708,184.252
47157,Hzxba,8.310,53.667,68.077
47158,Qmoqs,11.102,54.169,300.860
47159,Nddly,8.750,51.428,149.036
47160,Ievbs,11.420,51.633,124.871
47161,Hgcap,9.524,49.587,93.021
47162,Hseek,10.766,48.625,933.881
47163,Wthnx,11.951,52.836,132.930
47164,Nclct,7.371,49.843,434.769
47165,Lvymy,7.777,54.176,376.040
47166,Rklra,6.596,49.646,15.028
47167,Fpnsy,13.770,53.617,117.121
47168,Gznki,11.685,49.848,123.524
47169,Dekkr,10.666,49.911,416.658
47170,Fcbly,8.575,52.166,697.198
47171,Pwewd,7.143,50.039,375.280
47172,Cvsxq,7.357,52.659,146.768
47173,Xtjwp,10.555,48.292,593.944
47174,Nfksz,11.229,52.752,184.708
47175,Ooybk,9.979,52.934,537.979
47176,Addbn,7.728,47.788,182.989
47177,Aecjh,13.943,51.074,17.130
47178,Hmucd,11.102,51.727,952.216
47179,Msbvv,8.720,51.384,875.227
47180,Vcley,7.554,51.204,405.086
47181,Ofjtf,11.766,54.005,883.272
47182,Mejei,9.252,50.491,479.688
47183,Iecft,7.821,48.044,462.445
47184,Vanrv,6.789,51.929,0.344
47185,Tzwxx,8.146,54.823,807.716
47186,Timvt,12.987,50.739,800.217
47187,Anier,9.951,48.462,229.093
47188,Vksjt,8.537,50.394,174.105
47189,Zhwvb,10.940,50.222,773.711
47190,Hhdvg,7.822,53.765,248.021
47191,Fuhqv,9.277,54.014,856.217
47192,Vlmll,8.135,50.287,99.028
47193,Ivwzm,11.287,49.694,738.948
47194,Qovns,11.471,48.297,861.126
47195,Cfmng,7.261,49.199,929.608
47196,Mfpkn,10.043,51.017,493.040
47197,Izepv,6.581,53.552,564.859
47198,Mpfec,13.378,51.477,-1.125
47199,Pevsn,9.653,51.885,794.530
47200,Updii,12.458,53.031,467.739
47201,Hlvgr,12.321,49.093,706.345
47202,Gzbum,6.739,50.179,725.632
47203,Qdsna,9.554,49.770,577.451
47204,Pcjer,7.421,50.199,939.490
47205,Essep,9.094,49.089,488.731
47206,Futwr,12.218,48.277,813.743
47207,Cmdiv,9.606,51.381,824.410
47208,Hdcbk,11.469,50.472,336.369
47209,Pbaeq,6.599,50.350,388.370
47210,Aqopx,13.752,53.415,774.580
47211,Bluat,10.016,54.577,171.657
47212,Pbfti,8.799,48.944,813.269
47213,Tttsi,8.590,49.322,533.126
47214,Aneec,10.393,47.570,158.040
47215,Qrbeb,12.783,53.549,902.257
47216,Ermsq,9.948,48.956,811.835
47217,Hklcn,11.187,54.426,682.583
47218,Rrcgy,9.876,53.434,588.280
47219,Yyntw,9.689,52.077,237.488
47220,Nduqp,10.769,51.638,505.877
47221,Vmkde,11.223,50.023,633.143
47222,Fwmta,9.565,53.273,779.626
47223,Yggjk,8.741,49.761,300.088
47224,Zpybm,10.219,47.817,303.431
47225,Gvttv,10.359,48.330,966.027
47226,Oaqjc,12.058,48.159,913.225
47227,Napln,10.613,50.441,54.137
