id,city,x,y,z
622,Yovfn,10.948,51.831,892.464
623,Vnytb,7.743,49.647,348.640
624,Godhs,8.960,53.144,918.040
625,Regcc,10.036,48.820,568.466
626,Qhphj,13.122,52.736,350.156
627,Cjcnv,12.961,52.988,726.692
628,Tjpsf,12.247,53.018,493.368
629,Nlvor,7.025,49.771,936.254
630,Fldzu,7.177,49.555,69.690
631,Fcmbc,11.611,47.959,897.287
632,Eytzl,10.827,54.425,822.294
633,Nnthr,7.924,49.729,272.579
634,Cgaym,8.381,50.884,237.609
635,Zhqny,13.110,54.152,166.958
636,Yunxb,7.570,53.710,454.138
637,Ikxdd,9.716,51.989,176.858
638,Ftkxi,9.738,53.161,717.857
639,Cusre,14.780,51.425,283.566
640,Jzqdd,13.292,51.553,501.900
641,Ldmvq,11.503,54.250,212.171
642,Aebou,8.084,47.784,191.036
643,Clnpp,8.701,50.791,922.065
644,Xmqjm,8.243,54.276,216.536
645,Cwpbo,12.411,49.380,48.048
646,Gskrg,10.082,49.007,475.794
647,Okrbj,11.005,50.647,282.698
648,Mfrqe,8.647,52.583,35.214
649,Qyuwv,11.987,48.463,931.139
650,Mwnwq,8.424,48.175,433.181
651,Vqecc,11.982,53.897,414.509
652,Xjyud,7.394,51.252,403.209
653,Jsumv,12.404,48.116,341.776
654,Xqhkl,8.479,51.649,62.741
655,Ybvaa,11.453,47.697,151.187
656,Frqhk,9.984,53.765,70.386
657,Bqtad,9.577,53.644,171.501
658,Lzupj,8.632,49.147,378.286
659,Bkejf,6.482,53.628,440.049
660,Tbzap,13.691,53.618,410.453
661,Vrcjl,12.031,52.802,680.494
662,Whnqd,9.475,53.215,127.144
663,Xjfnh,7.244,52.278,640.169
664,Xgkro,9.716,49.116,757.840
665,Xosnd,7.752,49.223,362.779
666,Sphli,7.450,54.126,476.775
667,Dazbt,10.525,54.279,915.647
668,Dpezr,7.230,53.245,459.523
669,Kyjfq,11.927,48.427,129.039
670,Svdiv,8.565,49.629,664.128
671,Mkjuw,11.100,48.469,683.606
672,Rtqhg,11.036,49.904,3.978
673,Mkfvc,10.299,47.992,15.949
674,Zjlcw,12.010,53.576,432.729
675,Kmqux,14.092,53.358,476.867
676,Cruyf,13.542,54.696,457.711
677,Hjzyp,9.194,52.682,723.646
678,Txncl,10.666,48.347,512.403
679,Akkph,11.327,47.597,274.568
680,Mlfzn,9.621,49.347,958.775
681,Zubzb,7.426,53.554,802.988
682,Hosun,8.697,50.976,263.144
683,Jsynb,11.052,47.542,416.509
684,Ibmfo,10.804,52.958,748.383
685,Sqqrw,8.434,48.891,895.756
686,Httor,13.841,51.404,758.255
687,Kthme,10.462,47.747,724.780
688,Ywiyj,13.545,50.868,506.537
689,Qbyir,10.746,49.416,903.074
690,Dxmne,12.571,53.775,205.222
691,Sehld,9.661,51.401,395.856
692,Kezxf,14.605,51.125,261.225
693,Tbgrw,9.391,53.058,455.341
694,Hpoit,11.095,50.789,187.547
695,Gzcaf,7.063,50.216,530.823
696,Vnrbj,9.758,48.668,538.962
697,Ohxhv,7.845,51.039,358.111
698,Nwcho,9.818,53.283,499.502
699,Emgbm,7.873,50.458,202.687
700,Fwqte,11.020,54.113,672.952
701,Apyxs,6.370,50.751,895.359
702,Jbxnl,13.126,48.521,161.357
703,Pstvu,10.737,54.081,172.389
704,Efusd,11.472,52.117,634.483
705,Twjuh,12.915,48.332,435.493
706,Bmsti,10.089,48.469,287.693
707,Dzmiv,9.611,50.673,742.106
708,Zajyh,9.145,53.117,465.083
709,Lnztd,9.961,52.218,444.425
710,Jblsm,10.046,50.840,925.157
711,Qasxc,9.511,53.672,929.370
712,Sqjrv,13.001,48.996,716.710
713,Vqfau,10.433,50.527,505.491
714,Qsdfe,10.487,54.422,278.020
715,Ioitt,13.512,51.481,900.625
716,Zuuhr,10.789,48.903,827.691
717,Izpru,7.608,53.376,304.432
718,Jshyq,12.227,50.728,209.449
719,Gwhin,10.752,53.892,444.790
720,Vlgob,8.599,51.481,223.301
721,Lfzvc,10.362,53.928,516.373
722,Waeqz,10.483,49.757,862.241
723,Cvhok,14.285,52.346,683.648
724,Uyqjw,9.332,51.605,114.542
725,Yqtzd,9.064,49.563,845.596
726,Fknff,9.410,53.030,387.710
727,Fgfmj,6.898,53.471,129.722
728,Tgkki,7.905,49.547,378.032
729,Mxcng,6.555,49.605,893.764
730,Xacco,9.182,52.022,345.623
731,Twkin,12.062,50.293,402.938
732,Bnfma,7.389,52.313,710.712
733,Fyuao,11.593,51.842,654.187
734,Hljhq,7.919,51.321,951.648
735,Zkcll,7.764,51.089,165.211
736,Dymfz,9.001,50.913,84.630
737,Nrtel,9.924,47.649,11.706
738,Ltami,10.826,50.453,453.225
739,Xntta,7.883,52.915,36.443
740,Kcmqh,8.065,51.831,827.664
741,Fxtsv,14.593,51.231,745.165
742,Grrag,11.406,47.968,27.381
743,Euvqf,11.329,50.051,297.958
744,Xdujv,7.968,50.982,551.877
745,Pzgol,13.243,52.136,366.768
746,Obowc,12.811,54.583,343.166
747,Yvhpn,10.337,51.587,247.578
748,Sdeic,13.652,50.789,487.890
749,Anhrc,10.105,54.444,542.077
750,Zibqo,7.618,50.072,928.302
751,Itolp,10.382,53.577,661.949
752,Ahkll,12.753,50.685,174.033
753,Lxeux,11.655,49.132,149.665
754,Oklku,12.081,48.959,829.140
755,Arvlp,11.583,50.555,482.014
756,Pvqpf,13.740,54.433,803.787
757,Bibob,10.191,48.185,386.959
758,Oynui,11.242,51.620,200.186
759,Vkppa,10.256,49.738,261.341
760,Olxjc,12.700,48.474,428.891
761,Hdqfp,12.892,52.463,676.024
762,Zkcyg,8.621,54.775,261.158
763,Wotbb,11.495,49.830,697.320
764,Arfmt,10.031,53.338,660.718
765,Pgkbf,12.009,48.807,523.009
766,Arcqx,10.497,49.566,96.892
767,Gjyir,9.960,49.158,816.838
768,Elxxv,6.624,50.722,266.754
769,Qzdnv,7.896,52.485,576.964
770,Oqtwb,7.178,53.569,968.725
771,Ezuwh,13.226,52.165,555.636
772,Hypfb,10.907,53.507,292.165
773,Gfgfs,10.242,48.320,949.633
774,Ytejl,11.369,48.545,116.674
775,Zgbkq,9.869,54.681,683.587
776,Vtwix,11.310,54.384,304.595
777,Frepq,10.633,50.876,413.002
778,Yfxlk,12.227,53.669,532.916
779,Rovgm,8.531,50.903,482.995
780,Ulyrm,9.472,53.625,818.954
781,Jjazf,11.718,47.911,249.039
782,Zvdyx,11.114,47.667,533.695
783,Ffcij,11.210,47.507,960.105
784,Eyibi,11.935,47.736,504.603
785,Hoxxc,11.327,51.984,426.447
786,Qtnpo,12.627,48.242,910.045
787,Xqfoe,10.284,52.396,813.956
788,Exeed,9.639,52.045,54.525
789,Pmxgw,7.954,52.245,630.344
790,Mssob,11.064,50.106,780.403
791,Jeiag,11.176,47.806,4.721
792,Srlcj,9.800,49.954,132.945
793,Zixmu,9.819,52.799,739.396
794,Ylnwp,13.841,53.898,416.822
795,Lspqm,10.563,52.646,297.068
796,Mherh,13.676,53.194,241.796
797,Vxray,10.897,48.095,72.672
798,Fjyzn,11.951,51.451,941.267
799,Irprl,7.005,50.341,249.934
800,Inavf,11.717,51.519,391.801
801,Kfizr,8.827,50.733,66.579
802,Zfsng,14.333,52.174,129.511
803,Wncsw,9.316,48.647,915.594
804,Xzozj,9.105,49.401,68.674
805,Nslfh,11.918,47.880,532.959
806,Ulzmj,12.533,49.422,942.932
807,Mrgir,9.591,49.107,243.239
808,Vwpio,10.674,51.673,866.301
809,Rfbik,10.417,49.363,71.705
810,Ihvjd,8.638,50.116,636.350
811,Rzyws,7.103,49.363,437.425
812,Msnyr,9.005,53.161,936.403
813,Vkncz,6.261,50.990,581.100
814,Mavpd,8.433,51.768,609.670
815,Xokyu,13.260,54.791,4.448
816,Qkcbj,12.457,48.514,436.444
817,Tznne,10.375,48.471,347.302
818,Xltrx,8.211,49.609,737.249
819,Qktlb,9.804,51.185,465.253
820,Qzpkh,10.757,50.078,99.074
821,Qbqoy,13.834,53.042,850.742
822,Slhcu,8.432,53.442,832.190
823,Jyjse,13.404,53.417,44.326
824,Ubbux,12.572,52.393,196.891
825,Qotlv,7.751,52.287,595.956
826,Snceq,9.480,48.565,600.911
827,Vtfzc,10.945,50.631,449.156
828,Zbple,10.831,53.910,391.955
829,Vbujn,8.504,47.802,715.577
830,Jyunm,9.089,50.765,325.027
831,Xqnkm,10.078,51.351,661.264
832,Xpbba,9.846,53.743,883.371
833,Kyytl,6.458,51.809,542.842
834,Aaxeg,7.221,52.253,387.749
835,Pqaim,10.753,53.251,501.716
836,Dgdwq,11.222,50.495,619.863
837,Obkza,13.733,52.736,741.683
838,Moqpp,8.677,50.186,382.766
839,Kmnfr,13.776,51.480,663.686
840,Arljb,13.481,51.782,287.355
841,Zxdho,9.043,50.068,325.371
842,Ghbti,10.399,53.473,528.326
843,Gcjcs,7.668,53.825,748.323
844,Qqnjt,10.990,49.439,587.801
845,Ufbbd,9.704,47.738,208.976
846,Idrtc,13.359,54.477,590.845
847,Oxdno,8.172,53.763,360.843
848,Pyrgo,7.179,50.802,251.742
849,Ezfbp,13.881,53.605,113.899
850,Pqwul,6.964,51.647,132.894
851,Aavut,10.452,51.558,731.641
852,Hrlni,9.886,48.966,763.189
853,Mjfqp,11.474,53.498,156.812
854,Fdqii,14.114,50.957,116.635
855,Srdby,7.491,51.508,274.946
856,Wardb,7.594,49.529,572.987
857,Hinqu,9.521,47.724,757.194
858,Xxidp,6.805,51.877,840.276
859,Kvvbs,8.156,49.510,356.345
860,Ebftf,7.843,50.618,408.701
861,Tadhh,10.030,50.647,2.564
862,Zaeex,8.866,50.822,767.891
863,Jobwj,13.022,48.678,286.371
864,Anqhw,13.000,51.262,566.514
865,Asdoi,7.830,53.958,628.384
866,Zdgwf,10.045,48.887,260.349
867,Iojao,13.852,52.765,507.903
868,Bkteb,7.814,51.859,518.196
869,Hojmn,13.451,53.486,764.613
870,Aqxca,9.420,52.140,842.239
871,Yofnk,10.141,54.531,637.412
872,Bpnzh,10.331,52.515,265.829
873,Lxfgc,11.430,51.626,278.913
874,Dymtr,9.285,49.712,810.643
875,Ibgkl,8.859,52.069,122.133
876,Vgiwe,7.267,49.221,310.237
877,Ogbyy,12.984,52.165,623.723
878,Qktra,8.229,51.703,896.205
879,Zdvoh,9.386,53.091,480.875
880,Hivjj,8.051,48.210,102.181
881,Lbkmj,10.597,51.348,717.748
882,Qexby,9.734,51.274,730.447
883,Tgpgk,11.652,52.238,710.041
884,Mnnab,14.549,51.707,333.313
885,Gmidv,9.046,52.927,359.722
886,Hmdwk,14.283,51.077,333.017
887,Dhqnv,12.490,52.279,23.630
888,Jdltw,8.406,52.414,723.760
889,Fdqnp,13.398,52.387,26.920
890,Idjeh,12.673,51.079,350.804
891,Xufac,8.042,51.397,850.657
892,Zbpyz,8.311,48.454,609.304
893,Qpnki,8.588,53.804,904.482
894,Gjgkp,8.557,47.871,243.663
895,Exhpv,7.617,49.497,109.104
896,Wqlxc,9.787,48.027,880.119
897,Uchub,6.853,51.922,783.124
898,Fbhqf,11.999,52.885,644.204
899,Qrtup,7.084,52.524,879.488
900,Pnooy,9.560,49.508,55.867
901,Thzgg,11.307,50.076,309.459
902,Mhxny,14.001,51.648,752.314
903,Qyxjh,10.684,49.315,712.362
904,Mybkx,10.716,49.621,627.972
905,Svvev,10.380,51.181,786.495
906,Mtyuv,10.886,52.710,571.613
907,Fbqux,9.605,50.938,198.871
908,Ikalh,8.875,52.550,892.533
909,Boamh,13.314,51.525,514.615
910,Qbezh,8.828,53.525,848.919
911,Fvcsi,9.994,54.270,650.264
912,Fqexo,10.418,52.713,28.447
913,Uxbfh,10.848,52.789,372.837
914,Otxdq,9.461,47.726,118.318
915,Hiqdg,7.807,47.710,686.792
916,Iwfdt,10.202,52.211,516.022
917,Usdbp,10.939,50.345,744.408
918,Ajalz,8.359,50.226,243.307
919,Evqui,12.651,53.435,774.926
920,Ozqki,7.918,49.489,692.211
921,Tqnop,10.414,53.121,41.614
922,Whbah,14.284,51.173,904.953
923,Nxvmy,11.667,54.268,218.370
924,Kfhbv,11.898,54.097,780.609
925,Nfhst,12.627,53.069,33.566
926,Dpzto,10.606,54.096,758.601
927,Hifoc,9.848,50.393,948.699
928,Capoh,10.062,53.994,630.442
929,Hnlpk,8.749,49.178,639.124
930,Fkanr,9.068,49.751,141.142
931,Fbidg,7.277,49.367,89.075
932,Jrqrm,12.765,48.781,234.439
933,Mollk,10.140,51.797,507.599
934,Pcdbm,11.481,53.689,477.544
935,Vkdgr,8.513,50.800,25.522
936,Qcenm,13.004,51.703,519.565
937,Phcrh,14.160,53.316,330.985
938,Hjwbc,11.614,54.190,746.375
939,Cgnpj,8.158,50.817,665.329
940,Kdljl,8.996,54.382,407.205
941,Eqdos,10.351,52.287,351.339
942,Qxugd,10.187,51.646,317.274
943,Cjdfo,10.824,47.973,459.083
944,Oslec,9.990,49.537,740.677
945,Cphje,7.713,51.515,711.292
946,Yohbp,8.588,50.909,332.189
947,Yyjmh,7.169,50.558,69.976
948,Znqcc,11.660,53.798,841.080
949,Uwgic,14.117,53.440,228.978
950,Ajddi,8.490,53.970,163.374
951,Ulkom,12.008,49.662,842.442
952,Yvnng,13.673,52.369,598.806
953,Whodd,7.662,51.277,353.762
954,Ciupj,8.874,50.054,215.893
955,Qhcwr,12.109,52.502,493.253
956,Fvctk,8.329,48.103,52.729
957,Heffq,9.676,53.155,78.879
958,Fnorw,9.143,48.217,375.193
959,Lkqoo,7.690,51.993,761.193
960,Ucrne,8.212,49.395,838.296
961,Dcoyr,10.302,47.899,446.002
962,Uzjnt,10.620,52.938,598.044
963,Lifgs,7.645,51.126,209.343
964,Jdinv,8.932,47.770,612.779
965,Htkvg,12.283,53.467,929.792
966,Hmbev,10.153,49.623,484.775
967,Dihcc,12.760,53.760,831.672
968,Wbmjj,10.591,49.081,800.588
969,Savij,9.861,48.542,393.347
970,Lktop,9.149,54.458,950.954
971,Fjotq,12.141,49.032,477.824
972,Dctyy,10.588,49.030,169.339
973,Ultyw,12.083,53.458,810.910
974,Aeznd,9.997,50.245,131.972
975,Nwmtu,10.192,53.438,837.510
976,Hinpz,11.310,50.657,580.212
977,Fesht,10.044,48.035,337.729
978,Foceb,10.119,52.586,415.541
979,Btxsd,6.387,51.779,851.931
980,Qgiou,8.625,51.800,899.523
981,Ohokl,11.421,49.382,287.523
982,Rlyco,10.643,48.751,515.676
983,Sjwmw,11.530,47.769,590.829
984,Seshw,8.800,50.899,576.496
985,Acigq,8.323,54.021,2.497
986,Ijyim,12.478,54.199,51.031
987,Lavpa,14.579,51.283,959.906
988,Udkas,11.168,49.049,136.963
989,Ckofy,13.006,52.331,326.605
990,Nebdk,11.331,47.635,843.285
991,Odhqy,12.150,47.840,495.560
992,Cixrj,7.698,52.047,671.392
993,Zhzij,11.845,52.702,604.839
994,Gckjn,11.466,49.854,248.078
995,Adtpq,6.734,51.095,557.772
996,Cjgqf,7.131,51.199,669.896
997,Yagbo,8.822,48.929,897.522
998,Gxsqs,7.153,50.277,527.734
999,Zjilg,9.798,54.311,274.530
1000,Rdhor,10.987,52.015,421.195
1001,Wqyxx,11.899,52.295,830.039
1002,Xkoeb,12.066,51.690,542.762
1003,Pqcqn,12.754,49.147,385.531
1004,Dpnwi,11.282,51.691,520.444
1005,Suoly,12.321,50.575,27.452
1006,Xhvrn,9.021,50.863,309.528
1007,Hcisc,13.633,54.223,643.198
1008,Hygjb,7.878,52.623,164.457
1009,Hwccl,11.620,53.873,719.239
1010,Knfrv,9.194,48.547,881.006
1011,Xyeia,9.746,51.163,483.609
1012,Gyazq,10.612,53.286,473.290
1013,Fkngb,12.961,48.842,954.746
1014,Mrtof,13.212,49.083,717.813
1015,Ejafq,11.823,52.064,30.110
1016,Sjgii,12.490,54.132,351.365
1017,Bckkg,10.055,51.506,90.766
1018,Lovnj,12.509,52.032,786.187
1019,Soieb,8.662,51.248,124.267
1020,Bzlyw,7.631,52.593,728.623
1021,Ceagg,9.393,54.577,21.048
1022,Rzuix,7.038,50.484,763.206
1023,Pkkvn,8.529,53.409,54.396
1024,Zzbri,7.391,54.010,588.869
1025,Dpdhh,8.862,54.772,533.120
1026,Avdzy,10.647,49.812,509.681
1027,Qjrcb,11.894,54.152,749.040
1028,Htvwe,10.945,48.170,180.663
1029,Jdakf,11.034,53.832,784.337
1030,Engoz,13.390,52.331,855.666
1031,Rselx,11.149,53.194,868.829
1032,Phtwo,12.172,53.202,296.333
1033,Twrio,9.826,53.461,422.527
1034,Lsmkw,14.118,50.911,456.214
1035,Adhyq,8.626,50.031,262.979
1036,Vkpkb,7.944,50.207,828.348
1037,Ymikr,9.302,48.720,606.955
1038,Zoblz,12.022,51.360,442.197
1039,Vfudj,10.052,53.099,719.850
1040,Lhqvv,10.190,51.678,98.982
1041,Chtkj,10.975,49.598,713.367
1042,Stfeq,14.229,51.964,906.539
1043,Agpqe,7.659,54.298,383.279
1044,Fiajm,12.063,51.030,817.085
1045,Clhib,7.226,49.810,551.689
1046,Aaxmk,7.743,52.428,780.713
1047,Tkvla,9.973,48.144,443.438
1048,Evcmb,7.932,50.313,884.865
1049,Dbkuz,8.136,48.288,646.691
1050,Ipoee,9.327,53.566,884.358
1051,Ccrlq,9.453,54.331,932.649
1052,Blxif,9.527,52.753,941.007
1053,Djhie,6.081,51.768,606.034
1054,Ggwtk,11.859,49.838,197.206
1055,Rboip,8.761,52.913,311.670
1056,Sfaiz,9.657,48.894,479.354
1057,Gnnca,8.203,53.159,592.926
1058,Urdfd,14.518,51.158,3.936
1059,Cjxoa,9.960,52.652,296.328
1060,Fvxwa,13.128,51.122,855.476
1061,Gbjep,7.134,50.952,618.119
1062,Zxddn,14.447,51.241,254.020
1063,Pphjy,13.803,51.786,549.406
1064,Oslwr,6.323,51.455,178.179
1065,Hgwyi,13.327,54.453,569.433
1066,Kjste,8.585,50.678,812.324
1067,Gxiyy,7.931,47.737,43.137
1068,Tkyih,7.828,48.117,860.401
1069,Gxqpn,9.187,47.736,581.539
1070,Dmusc,12.116,48.183,602.685
1071,Izckt,11.672,48.763,279.158
1072,Qymxn,7.644,49.476,632.108
1073,Tzwhi,8.765,49.060,227.008
1074,Otsln,8.967,51.739,332.748
1075,Galoi,13.194,54.654,525.816
1076,Ulqif,14.432,51.102,119.272
1077,Mdshg,7.086,52.513,590.718
1078,Lrzvm,8.667,52.570,460.866
1079,Ywaiy,11.189,50.861,74.551
1080,Imtia,13.880,51.953,906.855
1081,Xhyef,8.662,52.947,24.543
1082,Prghs,9.905,52.544,285.335
1083,Ktfnv,11.415,52.724,292.106
1084,Qtqgh,13.371,48.476,183.114
1085,Ecmkm,7.865,52.933,924.590
1086,Amzvf,10.457,53.531,432.673
1087,Owlqh,11.067,52.156,186.578
1088,Zinkk,13.927,52.310,15.711
1089,Kbyda,10.595,53.579,847.001
1090,Fugzl,9.491,53.116,529.133
1091,Lmhvl,12.986,50.654,3.844
1092,Sbken,7.206,53.819,280.956
1093,Blezv,11.873,52.980,771.091
1094,Qpljs,10.762,51.811,969.229
1095,Tnphk,11.060,49.710,796.746
1096,Rbliq,12.525,53.947,308.240
1097,Xubbf,9.223,48.185,852.259
1098,Dlloy,13.705,52.084,492.306
1099,Kvuif,7.747,50.994,740.053
1100,Pyfht,9.115,49.929,32.995
1101,Ueijw,8.081,50.060,512.022
1102,Xphkl,7.738,52.233,532.671
1103,Lnmhg,13.547,51.279,593.239
1104,Vzymz,10.574,48.281,8.135
1105,Nupej,11.488,49.588,438.237
1106,Hrckn,13.542,51.091,96.902
1107,Eykcb,10.406,53.334,73.112
1108,Kynqn,8.762,53.004,554.289
1109,Ybmni,6.545,50.248,691.178
1110,Kflpi,10.998,51.864,389.444
1111,Piwge,12.738,51.518,927.948
1112,Jqphc,13.407,51.550,205.447
1113,Obuqj,9.276,49.356,262.756
1114,Azsgx,11.457,47.984,201.247
1115,Farbu,9.828,48.852,381.045
1116,Kaddx,11.372,50.755,387.569
1117,Goidl,11.498,48.573,874.333
1118,Mjumj,8.465,50.563,875.291
1119,Thxnm,11.173,47.712,375.908
1120,Foral,12.246,52.741,765.854
1121,Hlwer,13.425,51.426,0.615
1122,Kwgba,8.499,51.029,125.048
1123,Zqjci,10.581,50.490,75.083
1124,Rpdte,8.274,50.173,451.723
1125,Cvvgv,13.824,53.054,136.862
1126,Ljeoo,7.063,52.237,968.708
1127,Rzbbn,9.653,51.705,385.823
1128,Yijbz,9.636,52.264,177.050
1129,Tssis,11.202,50.041,564.014
1130,Asaho,10.946,48.201,822.247
1131,Ulibz,6.320,51.575,320.951
1132,Spiua,11.503,52.330,381.211
1133,Kbxwo,8.965,54.563,194.185
1134,Vzwfh,8.847,50.928,313.324
1135,Ihctu,7.064,50.226,202.999
1136,Fhbvd,8.483,54.494,580.938
1137,Dmhgs,9.579,54.213,534.924
1138,Oywiv,12.875,52.664,583.001
1139,Vyfgg,9.040,51.310,687.434
1140,Fqmyj,9.204,50.779,670.830
1141,Nmlei,10.821,50.480,955.179
1142,Wyova,12.301,54.103,386.673
1143,Rwvhp,6.426,50.494,499.222
1144,Grsrm,8.140,53.754,764.560
1145,Eqdwv,10.439,47.670,893.612
1146,Rvpfy,13.095,50.599,449.715
1147,Uvkrg,6.180,51.100,748.296
1148,Nsgoe,7.445,49.292,170.115
1149,Ffcmd,12.965,47.644,88.318
1150,Ualqi,8.137,51.221,441.511
1151,Sgsuf,11.436,53.367,683.657
1152,Jdkqn,10.716,52.798,771.762
1153,Ssxwe,14.188,52.344,188.557
1154,Cjqcz,12.746,52.555,777.277
1155,Jpwsy,9.333,50.036,-3.422
1156,Mshki,7.467,53.409,751.296
1157,Bskht,14.902,51.070,853.513
1158,Dmoxd,12.352,52.912,179.796
1159,Eyrtf,7.633,49.681,198.070
1160,Iydrg,7.403,54.044,710.091
1161,Yekin,8.547,54.076,302.376
1162,Swyil,12.322,47.781,124.792
1163,Xnwtu,9.827,53.298,355.798
1164,Eqole,12.006,52.435,610.524
1165,Pspwy,14.162,52.751,660.164
1166,Obvqv,12.931,53.774,715.969
1167,Ngrdt,12.686,52.169,868.598
1168,Zfgtb,8.402,50.502,564.134
1169,Rxtep,14.340,51.441,861.651
1170,Ivwlo,10.476,52.226,401.443
1171,Rkfsb,12.500,51.168,193.972
1172,Vyytj,10.969,52.864,544.677
1173,Bwhcv,9.124,54.659,791.504
1174,Opfpy,9.542,48.442,731.122
1175,Oaoeh,11.912,52.167,66.144
1176,Nnczs,8.827,51.401,679.353
1177,Dpzqr,9.759,50.877,901.346
1178,Qckjf,10.552,49.369,632.498
1179,Vkkqx,10.327,47.825,252.955
1180,Mvsdt,7.807,51.929,225.707
1181,Ypjmj,8.797,53.150,858.943
1182,Mwfth,10.382,48.105,172.596
1183,Qygnu,8.306,51.273,652.287
1184,Ghbok,10.801,53.427,55.108
1185,Digyw,8.679,47.817,104.913
1186,Ncwju,13.108,52.990,852.896
1187,Zrvyl,7.707,50.701,636.885
1188,Achcm,9.951,48.789,195.275
1189,Jiavr,10.515,50.342,764.314
1190,Ktpbf,11.451,52.241,607.640
1191,Isjfj,7.814,49.950,504.661
1192,Fnbfd,12.580,48.195,754.976
1193,Vabbf,8.983,52.830,941.841
1194,Yhlwx,10.125,50.174,569.764
1195,Vycal,14.071,51.261,354.483
1196,Ddtkm,8.117,53.883,174.942
1197,Rnmww,11.917,48.385,727.013
1198,Pvatd,6.266,51.522,621.727
1199,Omlnz,6.894,50.800,656.226
1200,Jmmoq,10.844,51.106,290.034
1201,Uwnpy,12.339,47.985,63.660
1202,Znkxz,8.028,51.084,438.725
1203,Ujges,7.301,49.344,590.862
1204,Irmxo,10.137,51.805,817.103
1205,Juyer,11.625,49.565,90.476
1206,Ntzcv,11.162,50.119,121.111
1207,Xhqyy,10.555,54.103,920.881
1208,Eyifu,14.666,51.060,202.039
1209,Ugkvm,12.295,49.848,312.510
1210,Gvczz,9.723,51.837,179.694
1211,Wwuws,8.573,51.668,296.114
1212,Uiyqi,9.187,52.948,841.802
1213,Tuasl,12.838,48.892,265.474
1214,Qxvff,7.980,54.308,449.573
1215,Ldtgi,9.795,50.440,52.567
1216,Sjqer,9.994,51.357,308.519
1217,Mskmw,6.802,49.686,137.400
1218,Yhspo,8.368,50.270,466.364
1219,Ufwap,13.089,52.490,216.481
1220,Gwckz,9.355,49.264,916.796
1221,Rqufo,9.358,51.572,228.076
1222,Zzkqu,13.428,51.198,506.143
1223,Wpuxc,10.608,47.925,292.537
1224,Zrfrh,12.450,53.693,612.022
1225,Ocfxz,13.145,50.826,129.436
1226,Psodd,11.160,53.653,892.184
1227,Sqqzh,7.843,50.599,326.928
1228,Pwffm,11.451,48.754,436.874
1229,Lakvg,10.109,50.358,910.787
1230,Lgobz,12.521,49.189,407.941
1231,Ewzgm,6.288,51.814,778.726
1232,Xtbee,13.090,53.579,515.021
1233,Netsk,9.646,47.922,921.448
1234,Canli,11.947,52.429,6.116
1235,Uiddm,12.118,47.707,524.592
1236,Bjupj,11.209,48.530,282.264
1237,Izpfg,13.634,53.389,704.359
1238,Baodq,11.724,51.117,27.354
1239,Tsowz,10.106,47.867,781.341
1240,Hlztt,9.109,53.849,721.757
1241,Uwxuu,7.529,53.439,531.049
1242,Pdrje,9.359,52.468,422.635
1243,Odblu,7.263,50.887,253.184
1244,Jnaor,8.174,50.261,104.805
1245,Pcben,7.769,53.213,910.709
1246,Ztakl,7.499,51.617,359.216
1247,Aatwu,11.317,50.965,121.356
1248,Fvoml,11.458,48.775,433.256
1249,Tkksb,7.909,50.065,868.415
1250,Qrlpq,8.871,53.937,259.582
1251,Qpjep,8.149,53.359,125.205
1252,Ytimq,9.412,48.402,823.752
1253,Gbeqf,10.463,48.411,309.267
1254,Fwtkz,9.742,54.161,163.245
1255,Helde,8.363,52.009,397.915
1256,Scsvd,11.056,48.072,34.151
1257,Psbrk,9.333,52.108,169.764
1258,Gklpe,8.982,50.603,803.547
1259,Sfmth,11.579,48.065,657.821
1260,Brhml,10.119,53.463,516.595
1261,Mpkqe,12.213,49.026,700.531
1262,Vzgak,13.902,52.285,819.004
1263,Obzrr,10.895,51.172,943.645
1264,Qfadm,12.095,53.974,682.636
1265,Jtxay,11.453,53.485,453.921
1266,Fhtpd,7.329,51.165,653.686
1267,Fzxrb,9.730,51.761,775.303
1268,Dwhlc,12.597,54.575,654.683
1269,Nujsu,10.125,50.951,570.941
1270,Hnrss,10.708,52.901,434.008
1271,Nigis,10.736,47.615,891.848
1272,Rexkp,7.244,51.269,493.776
1273,Ibgdt,11.135,50.135,745.064
1274,Iepgf,12.814,54.264,960.534
1275,Kqjfi,10.555,48.201,554.857
1276,Lwjhj,7.440,53.632,834.345
1277,Xtlsl,11.103,48.998,569.688
1278,Veflo,13.091,54.047,859.904
1279,Neaqd,10.982,48.282,758.029
1280,Zjnay,11.962,50.746,732.743
1281,Buqwf,10.980,51.435,348.791
1282,Xtuwp,9.565,51.122,859.705
1283,Tokcz,11.753,49.298,710.417
1284,Hehor,13.762,50.922,62.154
1285,Wtlwm,8.960,50.679,770.530
1286,Dbqmm,10.251,47.726,638.875
1287,Wgtio,8.004,50.463,671.899
1288,Rldnw,9.020,48.027,407.809
1289,Buced,7.772,54.038,625.650
1290,Tdbpq,6.810,50.905,453.790
1291,Cxlte,11.174,51.916,442.505
1292,Osesn,8.914,50.537,470.482
1293,Mxpaa,8.709,53.161,766.651
1294,Xlvty,8.167,50.845,502.772
1295,Mmbsk,12.271,53.572,771.558
1296,Pfken,9.407,49.019,528.369
1297,Zxyvv,11.916,53.638,528.640
1298,Wpjlx,10.343,51.891,551.506
1299,Imqop,7.291,49.914,784.543
1300,Dvluf,13.561,54.140,859.172
