id,city,x,y,z
1301,Cluoe,6.925,51.342,516.625
1302,Eoejc,6.670,50.525,697.750
1303,Rirrl,9.577,51.372,789.925
1304,Oaelg,8.801,50.785,170.025
1305,Umcod,10.124,51.371,905.962
1306,Uznud,12.765,50.957,465.993
1307,Dfqps,7.898,49.876,533.740
1308,Kcsii,7.113,51.854,130.238
1309,Epocc,7.071,49.428,289.362
1310,Yhdtt,6.268,50.796,473.781
1311,Mqzfj,12.812,50.627,78.967
1312,Ehpyi,11.039,51.688,71.175
1313,Qjhue,12.939,52.961,267.588
1314,Ezjav,7.209,52.363,839.370
1315,Htqtp,7.303,53.576,184.807
1316,Stlec,10.185,50.974,471.424
1317,Zyjjm,7.860,50.760,212.838
1318,Didpe,8.294,52.425,45.743
1319,Afxkm,8.490,49.711,153.360
1320,Qejjm,10.963,50.924,456.156
1321,Qolzr,9.986,54.261,176.218
1322,Myivr,12.256,53.907,178.681
1323,Ctpsw,9.310,49.223,967.782
1324,Frjfs,8.377,49.680,71.673
1325,Kndvo,13.864,52.953,198.918
1326,Ijpcl,12.670,52.215,45.627
1327,Daldj,9.979,48.167,91.905
1328,Cgxba,12.701,52.744,301.923
1329,Otkxq,13.303,48.619,579.566
1330,Cqfwa,10.670,51.456,586.645
1331,Zcyns,13.302,53.427,815.892
1332,Jzfec,13.153,51.634,691.873
1333,Ftaev,10.027,52.061,807.306
1334,Hbszr,9.573,50.948,224.191
1335,Xoiay,10.048,52.136,883.778
1336,Rfulq,13.059,48.526,797.888
1337,Gvdvc,9.391,47.898,593.346
1338,Mlxmj,11.345,50.988,862.401
1339,Typpj,9.321,50.780,594.536
1340,Czydh,13.573,52.392,823.297
1341,Ymcoq,14.178,53.055,438.152
1342,Qprxc,7.294,52.972,424.997
1343,Ffetu,11.242,52.693,712.283
1344,Upjmh,9.466,50.823,929.531
1345,Ucdvw,13.024,52.661,686.180
1346,Stzng,8.124,47.820,762.608
1347,Ttspj,9.761,54.755,560.120
1348,Vlesl,11.644,50.939,390.706
1349,Pivlf,7.424,51.368,739.388
1350,Dfetk,6.966,51.070,846.642
1351,Ychiu,12.838,52.316,34.231
1352,Xwyuh,9.840,50.857,566.832
1353,Yszws,11.729,50.796,659.355
1354,Djbmy,7.229,53.355,256.728
1355,Tnnnw,7.614,49.252,655.491
1356,Rqhor,11.839,50.599,568.322
1357,Xtome,13.730,50.890,301.342
1358,Bzyqh,10.401,50.552,919.048
1359,Hxnvo,12.762,54.422,829.015
1360,Koqan,9.884,53.637,221.113
1361,Ukwec,7.808,51.567,809.503
1362,Bcjgo,11.287,48.778,517.626
1363,Hmdbh,7.115,52.703,568.519
1364,Yloib,6.293,51.304,259.140
1365,Bmlvi,9.722,48.671,927.359
1366,Hqvws,10.479,52.273,763.217
1367,Ovvna,8.014,51.843,349.376
1368,Dxccj,10.151,52.752,548.154
1369,Swurc,8.513,53.466,62.302
1370,Pkvrf,7.884,49.158,708.820
1371,Lrobt,11.503,49.609,226.654
1372,Okdkn,8.678,51.817,110.436
1373,Nlmes,11.124,49.993,911.289
1374,Rvfxq,12.760,48.577,221.289
1375,Hzpvt,7.881,54.210,805.090
1376,Xxxdd,8.340,50.053,64.064
1377,Kafew,13.421,51.070,735.816
1378,Ixlqi,10.689,48.434,21.679
1379,Ohdsu,9.447,47.784,789.215
1380,Nuiqd,11.864,51.908,262.284
1381,Qzoss,9.767,54.535,460.643
1382,Cidze,10.462,49.208,169.535
1383,Yeawh,10.096,54.523,486.307
1384,Yvjtp,11.116,52.730,19.173
1385,Wpxde,7.396,50.919,916.577
1386,Jfrqj,9.800,48.868,126.073
1387,Iivzu,9.499,54.776,586.317
1388,Jsduj,10.152,49.902,700.157
1389,Cqiuo,8.293,51.185,940.572
1390,Mhyxq,12.898,53.000,668.451
1391,Nzfsk,8.413,54.728,626.738
1392,Wvgcn,8.873,47.905,790.034
1393,Yfgxw,9.260,49.335,29.603
1394,Phgbc,6.922,53.801,858.428
1395,Qxopl,7.765,49.587,837.978
1396,Enizo,13.365,50.919,219.507
1397,Mlpdi,11.696,53.602,789.428
1398,Fqoyu,11.874,50.547,64.879
1399,Jphyp,7.343,51.178,181.149
1400,Ygxve,11.772,51.658,195.214
1401,Enbhi,11.120,49.761,311.856
1402,Rjxem,11.913,50.910,859.393
1403,Zpmfr,10.236,51.638,266.625
1404,Painc,10.568,53.650,296.282
1405,Jnwkh,13.531,52.890,869.567
1406,Owdfn,10.184,51.192,753.164
1407,Hppny,8.048,50.716,348.166
1408,Mwpjc,8.039,53.202,665.047
1409,Znjkt,7.107,51.966,883.574
1410,Suqsz,8.326,53.380,872.283
1411,Yycqu,8.960,54.191,138.287
1412,Kkdle,10.126,47.809,837.583
1413,Fjxqz,8.715,47.938,885.307
1414,Opbvg,10.015,54.643,821.987
1415,Exgee,10.281,49.804,931.636
1416,Umcrd,7.073,50.258,349.675
1417,Hwwnc,13.912,52.644,781.156
1418,Chuqj,12.884,54.041,784.180
1419,Gzszr,13.122,52.363,66.232
1420,Mjjwf,10.300,52.867,330.541
1421,Jkvxc,11.169,52.909,336.278
1422,Jkofy,9.709,49.453,315.983
1423,Iadkg,12.009,49.412,320.217
1424,Ohgqk,11.277,52.650,751.590
1425,Wqcgo,12.036,53.535,373.057
1426,Afvdw,9.854,54.242,439.174
1427,Drsnj,10.755,51.343,584.946
1428,Mseur,13.167,52.245,141.695
1429,Qouag,6.559,51.825,188.662
1430,Rzfnt,12.283,52.815,235.736
1431,Vkthe,13.861,51.759,65.465
1432,Wxxih,11.538,49.047,759.720
1433,Lkvfu,11.360,48.071,527.516
1434,Rckwi,11.562,48.373,117.117
1435,Gzolc,13.212,54.167,368.300
1436,Cpeat,9.656,50.623,562.885
1437,Whhix,8.217,50.876,295.940
1438,Lxxby,9.378,50.359,415.682
1439,Ltwxf,13.099,53.620,277.153
1440,Bafig,11.686,51.106,968.508
1441,Lnwiv,8.998,53.270,298.303
1442,Moeuf,11.082,48.245,630.600
1443,Jkiyl,10.033,47.733,238.122
1444,Fgsln,12.368,53.645,286.978
1445,Dwguf,11.709,54.233,291.471
1446,Zkwdp,7.062,52.160,361.247
1447,Hlsph,7.460,52.930,526.262
1448,Aguyn,10.807,47.782,954.653
1449,Pwmdd,12.293,49.802,212.367
1450,Lmlcz,10.314,50.691,900.707
1451,Pflqj,11.206,53.886,940.550
1452,Bihva,8.973,51.193,895.177
1453,Lkmnr,11.386,49.547,398.247
1454,Rfkjz,9.833,52.432,477.697
1455,Xaequ,14.100,52.296,236.833
1456,Ctvro,6.457,50.436,-3.237
1457,Dotjc,7.049,50.632,840.779
1458,Nlabm,13.789,50.996,596.392
1459,Zphzm,10.924,52.568,781.950
1460,Xeqqy,10.992,49.999,54.746
1461,Llnes,11.916,53.112,199.723
1462,Irqoh,12.211,50.916,863.923
1463,Kflqi,8.260,54.997,755.305
1464,Vlafc,10.510,50.489,504.810
1465,Octqf,6.722,51.304,337.046
1466,Tebal,10.636,50.820,321.261
1467,Pmiuv,11.498,48.617,822.297
1468,Tepvn,8.868,48.327,617.815
1469,Egnxu,14.135,53.405,296.375
1470,Lifah,11.380,47.643,337.354
1471,Tzbwi,11.984,49.865,371.837
1472,Ykati,7.674,49.990,393.952
1473,Tvook,7.618,50.854,910.179
1474,Yfayd,12.043,50.447,40.896
1475,Cpggd,12.710,52.506,18.265
1476,Gylrb,11.037,49.368,294.732
1477,Jbnai,11.534,50.910,791.117
1478,Auiye,10.082,51.224,678.478
1479,Mmgsa,12.978,51.743,573.268
1480,Dqjud,9.288,50.924,287.012
1481,Yrebg,13.046,51.037,786.300
1482,Hdbpb,13.573,54.397,268.611
1483,Lgaog,13.875,53.791,641.701
1484,Ewdln,10.145,52.111,161.081
1485,Xmoxt,11.267,53.862,448.955
1486,Nhfub,9.105,53.455,88.867
1487,Zkcid,8.750,49.767,729.777
1488,Xhgja,12.664,48.860,757.509
1489,Esosg,10.079,52.545,374.127
1490,Lfjhr,12.283,53.475,405.681
1491,Qaagy,9.520,50.688,146.778
1492,Pnwbc,8.809,48.661,544.271
1493,Avhgo,10.143,49.660,709.927
1494,Wlgua,11.308,52.460,288.983
1495,Pxddl,13.513,50.846,231.247
1496,Yfmua,10.775,52.356,168.033
1497,Czlha,8.977,50.682,160.318
1498,Bmneu,12.473,51.017,570.597
1499,Ascmk,9.628,52.646,674.685
1500,Binqe,9.437,48.466,360.369
1501,Teojn,12.349,52.132,584.205
1502,Ecfgm,7.751,50.073,635.838
1503,Iczfa,8.817,53.499,752.574
1504,Avcej,7.934,50.757,16.951
1505,Mvxps,10.329,51.719,156.170
1506,Jolae,11.518,51.578,568.869
1507,Lnvli,12.851,53.432,945.868
1508,Vftgt,8.215,49.299,146.182
1509,Zqoqo,7.583,52.147,484.147
1510,Rcdec,8.672,51.281,381.635
1511,Kmhzo,12.102,48.708,10.862
1512,Xxotg,13.129,51.390,692.645
1513,Exgjh,8.047,50.418,408.125
1514,Riwzp,9.306,49.549,859.294
1515,Clmwl,11.311,53.852,934.703
1516,Weqes,8.785,52.535,192.415
1517,Hpuwm,12.922,52.493,711.629
1518,Mpxpr,9.180,50.749,728.180
1519,Erzwl,10.152,54.353,943.931
1520,Nbsge,6.566,49.868,344.537
1521,Psyuv,10.581,53.594,835.319
1522,Bdudm,14.384,53.402,679.922
1523,Unkpx,10.979,54.501,185.055
1524,Tvyno,12.162,52.398,953.056
1525,Srtex,13.823,52.790,200.076
1526,Bqjqu,9.410,48.430,248.970
1527,Uzqkr,12.625,48.190,320.639
1528,Auwhk,12.610,49.176,57.005
1529,Aetdg,13.182,51.311,144.591
1530,Nucza,13.583,52.038,933.666
1531,Ugibz,12.734,52.522,67.509
1532,Yttky,13.507,51.604,573.169
1533,Sezhk,7.257,53.121,362.647
1534,Tirhf,13.964,51.703,679.671
1535,Dggtj,11.654,51.949,836.773
1536,Skdvn,9.733,52.798,277.045
1537,Zvtua,10.050,54.667,145.551
1538,Nkjih,9.967,52.120,185.472
1539,Yithh,14.284,52.449,400.786
1540,Muqgu,11.074,52.432,948.348
1541,Pbgza,12.577,54.376,453.642
1542,Molmj,11.965,49.835,964.230
1543,Pkces,6.721,51.079,669.235
1544,Pbuzo,12.034,50.082,787.289
1545,Lejhx,7.032,51.033,851.858
1546,Ommfy,12.932,51.218,105.267
1547,Mytfw,9.221,52.915,211.477
1548,Gckxi,11.688,52.681,507.547
1549,Fbwzr,7.778,51.105,626.189
1550,Ajmfi,10.170,51.929,497.498
1551,Luefz,9.222,53.795,314.591
1552,Stelg,13.466,51.515,610.496
1553,Ppcbi,9.624,52.340,764.666
1554,Kqhny,6.937,52.593,680.818
1555,Czwuh,11.148,49.035,522.099
1556,Jnmma,13.133,53.602,772.954
1557,Lytvh,9.436,50.603,244.601
1558,Zmaay,6.650,51.886,181.161
1559,Iwrgf,12.118,49.731,332.974
1560,Azmhp,12.372,50.863,451.169
1561,Oftmy,11.180,48.153,190.439
1562,Fkwwv,11.100,54.151,870.245
1563,Wfszy,7.570,50.403,367.605
1564,Zukld,8.728,48.340,479.470
1565,Ohbhh,10.534,50.500,734.060
1566,Frvnc,11.357,50.039,50.008
1567,Fuhmp,6.704,53.683,119.707
1568,Uzjrn,9.225,54.641,771.664
1569,Odzxq,8.721,49.274,524.602
1570,Pvxjk,8.894,49.558,62.951
1571,Drynh,14.471,51.840,171.978
1572,Drzbq,12.672,52.785,176.828
1573,Qbcrm,13.649,54.836,280.653
1574,Fazbu,7.845,50.796,519.771
1575,Uyxno,9.392,48.922,872.813
1576,Rakju,12.871,52.268,494.528
1577,Sngkc,10.924,51.556,2.612
1578,Wrhen,11.256,48.321,741.984
1579,Equzc,8.030,54.842,89.386
1580,Mxeyo,9.046,52.923,292.235
1581,Mkawi,8.683,48.387,526.246
1582,Zskps,9.394,47.809,512.445
1583,Rfxwg,13.780,53.995,571.928
1584,Kqrmn,7.861,53.635,857.254
1585,Ddlqv,10.044,50.885,263.370
1586,Oqccd,8.211,51.716,397.105
1587,Nplju,9.832,53.835,851.566
1588,Uvvft,9.079,53.135,499.979
1589,Zhohb,8.623,50.041,277.027
1590,Syieu,7.007,51.917,459.215
1591,Fuvtb,11.280,50.597,287.739
1592,Tivvk,12.263,51.336,780.028
1593,Ylpkm,10.946,50.490,511.036
1594,Syxma,6.696,49.937,410.513
1595,Fdvty,10.784,53.265,630.086
1596,Fepsc,11.290,51.657,591.303
1597,Vunxl,10.713,52.149,861.357
1598,Ngltg,7.463,51.212,816.919
1599,Tqosl,13.117,51.718,672.533
1600,Gdkmv,10.681,48.458,889.102
1601,Ujhag,10.250,47.506,407.200
1602,Rmcij,14.345,52.291,248.155
1603,Mszbq,10.144,51.022,66.842
1604,Mwznk,12.212,48.340,262.116
1605,Grxec,12.003,47.977,339.092
1606,Pargz,10.851,50.009,932.120
1607,Bcucj,10.134,51.355,264.941
1608,Egadk,7.346,50.805,423.326
1609,Lgdhg,10.542,51.109,770.180
1610,Bjikm,11.807,51.356,813.801
1611,Fqcdi,11.268,49.014,586.998
1612,Hgurf,9.850,51.989,649.443
1613,Wpozn,9.037,50.782,434.962
1614,Gtjvo,7.196,49.149,241.897
1615,Vsymv,12.292,49.049,724.491
1616,Cgcvm,7.176,51.570,501.523
1617,Wzttf,8.115,54.879,476.344
1618,Qppzj,13.285,54.585,120.582
1619,Ohfoq,10.093,54.131,101.525
1620,Kggfk,9.332,47.637,10.319
1621,Uylre,8.326,51.530,258.324
1622,Ujyme,10.760,50.599,915.236
1623,Cxwjw,10.310,54.570,889.138
1624,Ijmho,10.454,50.889,913.801
1625,Ixexu,9.860,51.901,945.106
1626,Ryqur,8.384,53.747,686.671
1627,Cumsr,8.111,54.706,71.021
1628,Btxrg,11.391,48.034,854.288
1629,Tmqvz,12.660,53.811,483.979
1630,Saahq,10.462,48.046,600.694
1631,Nbbjm,13.121,52.684,200.160
1632,Dqosd,11.196,49.055,840.352
1633,Fjbaj,13.488,54.505,894.730
1634,Awdmi,10.521,47.762,333.884
1635,Bgxzs,11.456,48.127,758.720
1636,Ldvwt,14.836,51.094,772.005
1637,Hkwjq,14.775,51.117,101.684
1638,Wpdty,8.153,51.511,447.159
1639,Oojse,9.609,52.959,205.725
1640,Dnkss,9.155,51.410,881.941
1641,Cnbkc,10.793,47.753,359.385
1642,Skfco,10.688,51.620,66.922
1643,Shiuq,8.652,52.519,596.127
1644,Curnj,8.951,50.955,901.773
1645,Avouv,8.260,49.124,860.440
1646,Nistm,9.407,49.230,603.224
1647,Wqmfh,7.679,50.702,283.661
1648,Fkjbh,13.793,51.880,263.848
1649,Rmtmt,9.499,48.398,21.664
1650,Laopu,9.977,53.784,832.997
1651,Vfagp,9.463,52.461,823.794
1652,Jebhf,12.069,54.137,253.886
1653,Wbkgj,12.293,52.412,500.783
1654,Wvchd,11.735,49.382,322.613
1655,Sbicd,8.225,49.266,252.313
1656,Xacyv,14.613,51.617,534.621
1657,Cyuvb,9.712,48.737,15.727
1658,Pvyey,8.027,53.545,614.034
1659,Imqry,7.278,52.732,98.858
1660,Zmijt,14.526,51.900,813.249
1661,Yjgij,8.901,50.790,641.009
1662,Usuub,14.183,51.798,143.687
1663,Frplf,7.172,51.765,148.876
1664,Aftfd,9.500,47.754,767.307
1665,Tinpj,13.189,54.754,528.725
1666,Potfv,9.443,51.404,616.810
1667,Ifjih,10.641,48.582,570.523
1668,Sikts,11.069,48.452,870.409
1669,Pduxg,11.966,50.606,843.683
1670,Otpio,10.017,53.778,425.251
1671,Bkowt,8.353,52.268,106.836
1672,Bjjus,10.647,52.695,480.216
1673,Lbafc,9.490,51.698,651.326
1674,Gtgnz,12.207,48.506,772.262
1675,Zsqml,6.767,49.378,230.143
1676,Ykscg,12.195,51.993,959.604
1677,Czqhr,10.321,47.754,291.892
1678,Xmqll,10.569,47.825,953.725
1679,Ewfsy,9.117,48.485,361.516
1680,Zwkkf,7.890,49.718,549.398
1681,Oldkw,8.326,52.426,705.364
1682,Qvhch,8.809,48.995,23.826
1683,Rluxj,14.786,51.255,653.560
1684,Kqlpw,10.182,52.205,605.557
1685,Uecip,8.264,49.101,490.922
1686,Bsxsp,7.939,53.955,110.438
1687,Jjmxd,7.314,53.384,620.092
1688,Zsjqh,9.211,48.395,37.985
1689,Yvsef,12.789,53.041,65.623
1690,Vclsf,11.114,50.435,623.192
1691,Sivat,12.899,54.027,855.419
1692,Ziszq,7.641,52.746,513.188
1693,Dzdoc,10.329,49.490,421.781
1694,Dwexg,11.566,50.801,69.643
1695,Usrmm,7.603,52.901,624.022
1696,Larel,12.234,51.879,747.341
1697,Fxylg,8.316,53.706,326.525
1698,Cmhux,11.854,52.524,609.848
1699,Fvgyz,11.774,51.667,191.347
1700,Lllgp,6.388,53.691,760.329
1701,Yqfbr,8.316,51.830,358.171
1702,Duljy,12.919,50.946,212.107
1703,Sedik,12.857,52.446,390.519
1704,Etzpq,7.014,50.807,627.909
1705,Mvtph,12.106,51.600,15.452
1706,Qozzn,9.855,51.658,911.044
1707,Xyovt,11.056,47.898,760.208
1708,Tdfyr,9.319,54.756,286.526
1709,Awnrw,7.712,50.149,680.914
1710,Hznlq,8.034,49.420,797.774
1711,Vxfad,10.461,48.029,568.692
1712,Jcivj,10.609,52.921,955.003
1713,Lyrxi,11.294,50.516,399.234
1714,Lstak,7.759,50.273,93.371
1715,Tsfew,8.942,53.451,798.162
1716,Bikgo,12.687,53.959,235.732
1717,Onkiw,14.618,51.296,546.412
1718,Jxuiv,9.191,48.445,448.245
1719,Iuknb,6.608,50.606,459.130
1720,Fnmcc,11.536,53.069,498.309
1721,Opwpo,9.104,48.328,457.896
1722,Bkcig,12.688,51.225,511.158
1723,Glauv,9.394,53.231,69.846
1724,Fgbvj,12.940,54.717,948.551
1725,Qeuqs,7.550,52.392,269.157
1726,Ocbxt,6.417,51.169,826.239
1727,Sxgiu,8.523,49.797,611.692
1728,Xwmrk,10.281,47.926,167.599
1729,Btfvp,13.721,52.936,440.160
1730,Djxzc,14.281,52.452,632.813
1731,Vjrgg,14.853,51.247,466.040
1732,Yotdq,6.889,50.054,797.090
1733,Zparp,8.624,48.640,150.033
1734,Cqwqr,9.465,48.144,656.756
1735,Olvmk,10.981,52.125,629.346
1736,Aknhf,12.023,51.040,283.958
1737,Uqnre,8.309,50.843,81.430
1738,Tazaq,10.754,51.786,814.750
1739,Yoxmv,7.782,51.296,547.976
1740,Hywfx,13.474,51.422,551.949
1741,Jgpvz,10.747,48.249,452.190
1742,Syesa,8.955,53.908,274.221
1743,Zzcnt,7.252,51.957,852.755
1744,Poxti,7.888,48.159,366.137
1745,Ifnti,10.090,51.890,66.836
1746,Vqcac,13.000,52.439,115.558
1747,Rpgjv,9.872,53.674,568.326
1748,Cjzub,8.827,49.642,154.937
1749,Ikmmz,10.738,50.953,82.428
1750,Avgxq,9.261,51.479,29.372
1751,Jfdqc,8.704,52.228,284.978
1752,Njisz,9.691,50.866,919.898
1753,Wxdji,12.452,51.522,469.224
1754,Nazxz,9.300,48.813,261.844
1755,Bsefr,9.566,52.857,422.193
1756,Hijgq,10.200,51.292,846.984
1757,Bdvlr,11.359,52.539,548.941
1758,Yehob,9.934,52.302,514.703
1759,Pzghn,6.709,51.560,263.480
1760,Lprdl,11.966,53.867,103.008
1761,Cmvly,7.757,48.002,57.389
1762,Npgam,9.260,49.371,787.492
1763,Qvtft,14.229,52.493,554.792
1764,Urnsk,14.250,53.400,468.853
1765,Inlog,14.125,53.914,592.593
1766,Aieli,7.627,54.093,851.098
1767,Spxzd,14.227,52.457,317.553
1768,Mailo,6.978,50.046,800.443
1769,Qahau,9.775,54.334,151.271
1770,Owxxs,8.448,50.053,100.246
1771,Qtkuk,10.753,54.428,421.923
1772,Qjann,6.852,50.510,489.519
1773,Kehks,8.707,53.123,304.170
1774,Zdnnr,13.049,48.628,146.086
1775,Nyfmw,7.931,51.120,595.057
1776,Fhtvr,10.760,50.014,935.528
1777,Oetre,11.092,49.561,497.170
1778,Cnhpd,13.425,53.530,869.862
1779,Aagik,9.674,54.532,576.813
1780,Egyir,7.033,51.036,513.534
1781,Enumj,9.954,47.950,839.084
1782,Lapyd,14.408,51.697,6.027
1783,Sxgxr,13.299,51.093,96.582
1784,Hxjpq,9.487,53.508,890.794
1785,Toulh,11.612,51.241,205.246
1786,Qykvl,9.015,53.258,359.536
1787,Ktnnj,10.783,53.918,822.280
1788,Wzrzh,7.253,51.939,93.627
1789,Bvwpm,14.386,51.409,805.786
1790,Wgxje,8.171,52.361,746.270
1791,Xuvhr,11.523,53.817,657.181
1792,Wmwqn,12.506,52.424,782.367
1793,Ojxvi,12.414,49.060,333.222
1794,Yhkue,11.613,49.714,895.789
1795,Movec,11.384,52.857,358.317
1796,Vbwwr,14.210,52.703,282.087
1797,Xvaoe,8.773,49.339,796.275
1798,Mlfsi,12.544,48.030,637.255
1799,Zwqat,9.401,52.716,310.733
1800,Usblv,9.303,53.530,182.265
1801,Oohed,9.969,53.104,750.520
1802,Chpxp,8.183,53.442,318.936
1803,Hsehg,9.686,54.311,762.051
1804,Cbdnl,11.281,51.531,385.328
1805,Mzrze,8.196,51.567,778.930
1806,Bcyik,11.601,49.110,524.056
1807,Qovwj,12.710,54.413,641.446
1808,Rnqib,9.887,51.402,35.580
1809,Niubv,8.299,49.115,116.374
1810,Lekzt,9.340,53.658,875.696
1811,Hxjpq,10.729,48.598,688.927
1812,Nmhpz,8.273,51.033,151.428
1813,Scvns,8.190,49.167,27.900
1814,Gjirb,10.974,52.066,782.496
1815,Ieqog,8.639,52.670,257.673
1816,Mdavg,10.464,49.117,752.739
1817,Mjsnd,9.170,54.374,431.535
1818,Vsuak,11.919,50.887,321.293
1819,Jzgcr,11.205,51.111,642.967
1820,Fbmde,12.036,51.533,167.544
1821,Msxio,12.429,53.265,270.701
1822,Nrivd,7.064,50.388,651.767
1823,Xrcoc,8.180,50.881,326.023
1824,Zheyj,8.097,48.069,136.126
1825,Iveza,7.895,49.180,19.418
1826,Zjldz,13.363,54.556,633.537
1827,Tvpur,7.845,48.335,957.206
1828,Vwdqj,13.643,52.254,512.800
1829,Eftxw,12.871,54.581,838.988
1830,Wuhgi,10.032,49.494,741.051
1831,Gdahx,12.887,48.971,602.211
1832,Sosmj,11.863,52.457,474.304
1833,Xwbia,12.002,51.975,342.532
1834,Pvsji,10.344,47.533,631.226
1835,Hceop,11.397,50.462,606.349
1836,Isyzx,11.043,49.745,187.111
1837,Ebrgv,9.809,47.746,735.116
1838,Sjkyg,11.424,50.621,117.673
1839,Hsucu,8.079,52.786,539.461
1840,Trezz,9.360,53.440,455.196
1841,Yzpfn,8.697,48.797,90.097
1842,Ccjhb,9.666,47.898,218.217
1843,Acmnk,10.317,53.880,941.088
1844,Ooinq,11.644,48.383,662.758
1845,Beotb,8.541,50.370,784.155
1846,Bnlpi,12.801,48.621,164.750
1847,Bchfx,11.525,49.619,962.864
1848,Pvugr,7.752,51.927,777.474
1849,Uznxy,12.843,54.158,369.922
1850,Rkrle,14.530,51.839,438.219
1851,Wnbfe,13.620,51.142,362.756
1852,Mazql,9.603,53.300,663.661
1853,Qrcxi,12.266,52.734,316.674
1854,Rfvao,9.586,52.654,35.420
1855,Qbrke,9.362,54.707,889.258
1856,Pypzv,11.565,51.022,134.042
1857,Hncml,8.380,54.680,483.665
1858,Cwkci,7.488,49.978,945.904
1859,Uazyj,13.917,51.477,773.205
1860,Rzvzq,9.416,49.764,949.322
1861,Qtrks,8.081,51.718,944.221
1862,Ztcgo,6.759,51.754,642.604
1863,Rhoso,10.575,48.504,174.868
1864,Bfjdq,12.535,48.813,858.787
1865,Nwjei,8.638,53.870,249.885
1866,Ibhsf,10.890,50.249,389.722
1867,Akwsa,11.566,53.226,656.133
1868,Ciluh,13.377,54.774,623.951
1869,Unzlh,8.871,48.306,216.612
1870,Kftbl,10.504,47.752,862.477
1871,Webek,7.414,51.062,482.788
1872,Tvxqe,12.316,53.035,83.706
1873,Cxzpf,10.280,54.584,367.127
1874,Rfpto,9.713,48.975,434.848
1875,Latvr,10.180,51.444,951.305
1876,Uonax,10.247,54.097,78.384
1877,Whpih,9.421,51.976,123.102
1878,Pzxzz,11.874,52.337,943.132
1879,Mptlz,13.612,51.182,907.808
1880,Ylwrx,12.614,53.738,744.373
1881,Hofwo,12.337,49.322,305.920
1882,Btpyf,9.724,49.097,462.030
1883,Oatxt,9.323,49.004,217.709
1884,Eqish,12.960,48.335,916.551
1885,Bwzxg,10.495,49.753,750.835
1886,Jywza,10.714,51.867,535.616
1887,Hiqle,7.478,49.257,784.291
1888,Stvpo,13.138,48.469,283.116
1889,Pkgeh,11.681,50.611,855.227
1890,Przft,11.760,48.847,517.724
1891,Qtxgi,7.180,51.704,728.505
1892,Ibyzq,11.880,48.330,228.609
1893,Xnggs,7.790,50.094,28.642
1894,Kghrz,11.887,49.463,669.947
1895,Ufuon,8.289,54.830,680.043
1896,Jvfsz,11.541,48.855,817.602
1897,Mgsss,13.573,52.733,209.256
1898,Qrdal,12.175,48.689,595.851
1899,Wegyw,8.190,51.504,575.434
1900,Tnxny,7.137,49.699,522.485
1901,Plxtq,7.749,51.203,365.654
1902,Snfoe,8.191,53.104,854.104
1903,Xleqi,7.189,50.688,216.711
1904,Vvjgf,13.862,50.986,341.783
1905,Ykdzw,13.279,50.657,246.627
1906,Pzvyn,12.317,52.222,645.441
1907,Kcxba,10.761,53.181,742.109
1908,Bcapm,12.862,53.353,752.765
1909,Nsnpk,12.756,50.825,774.234
1910,Ivphe,10.835,51.855,490.839
1911,Kvjca,8.856,49.200,964.356
1912,Bwyqc,7.175,49.197,747.739
1913,Ahsbd,8.206,54.482,764.552
1914,Byjdd,8.150,53.359,579.812
1915,Fdnbi,8.425,52.197,591.900
1916,Iwblw,7.230,49.755,820.512
1917,Jwpeq,10.419,49.713,464.595
1918,Ipweh,13.920,51.466,945.290
1919,Lobmt,7.460,52.567,323.408
1920,Ofktg,9.555,48.700,851.993
1921,Mvazt,13.552,53.724,402.497
1922,Rxvtl,9.406,53.410,213.917
1923,Qntku,11.114,50.385,72.842
1924,Vneey,8.701,50.220,678.669
1925,Gsjsg,9.107,50.234,116.199
1926,Hiots,10.705,48.189,138.703
1927,Oumae,10.814,49.476,323.954
1928,Rijzr,8.693,53.265,308.449
1929,Cqpkr,14.775,51.433,944.892
1930,Xumwn,8.855,49.645,428.927
1931,Vxejj,8.763,52.592,53.188
1932,Bvlcd,7.491,52.541,321.093
1933,Ckidx,9.142,48.694,585.119
1934,Rpalg,12.270,49.417,298.021
1935,Epops,12.052,48.589,693.086
1936,Rlcrv,12.060,52.081,401.691
1937,Igqqw,9.152,53.914,418.250
1938,Aqrtl,9.750,52.350,858.859
1939,Kliqy,13.009,53.070,291.837
1940,Hxpsj,9.491,52.978,389.121
1941,Zrlfa,13.472,51.185,156.020
1942,Hdyuz,12.027,54.149,455.462
1943,Xovtk,12.213,53.687,210.104
1944,Pmenf,11.126,50.172,435.396
1945,Naldy,13.270,48.777,369.288
1946,Rbufs,10.401,50.367,9.355
1947,Igdup,8.645,52.582,282.583
1948,Abuce,9.575,51.830,116.687
1949,Tufjy,9.083,52.557,30.569
1950,Xmqwj,11.671,52.994,271.681
1951,Whsvx,6.554,50.007,845.084
1952,Rvnbq,7.572,50.437,600.565
1953,Ewlmz,8.470,51.556,631.481
1954,Tvjqg,9.589,47.919,462.468
1955,Vzkhf,12.489,50.940,314.779
1956,Lfxqo,12.037,48.029,213.448
1957,Yzkue,9.913,49.583,401.897
1958,Lhjvx,9.490,48.641,69.069
1959,Hfzvm,7.993,50.444,578.092
1960,Sgmlj,7.185,51.400,489.123
1961,Jvhuz,6.474,50.956,297.810
1962,Hpckq,9.703,54.460,7.539
